Reserve Number,Charter ID,Charter Date,Status,Total Billed,Charges (itemized),Total Paid,Payments (itemized),Balance Owing
009097,8032,2014-04-20,closed,1189.99,2026-03-03 17:28:56.010309: $750.00; 2026-03-03 17:28:56.010309: $195.71; 2026-03-03 17:28:56.010309: $37.50; 2026-03-03 17:28:56.010309: $64.40; 2026-03-03 17:28:56.010309: $90.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $52.38,1189.99,2025-07-24: $200.00 (bank_transfer); 2025-07-24: $989.99 (bank_transfer),0.00
009098,8033,2014-02-13,closed,231.53,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $11.03,231.53,2025-07-24: $231.53 (bank_transfer),0.00
009099,8034,2014-07-12,closed,1377.19,2026-03-03 17:28:56.010309: $1170.00; 2026-03-03 17:28:56.010309: $58.50; 2026-03-03 17:28:56.010309: $117.00; 2026-03-03 17:28:56.010309: $61.42; 2026-03-03 17:28:56.010309: $-29.73,1377.19,2025-07-24: $205.00 (bank_transfer); 2025-07-24: $1172.19 (bank_transfer),0.00
009100,8035,2014-09-06,closed,1427.83,2026-03-03 17:28:56.010309: $1072.50; 2026-03-03 17:28:56.010309: $53.62; 2026-03-03 17:28:56.010309: $80.50; 2026-03-03 17:28:56.010309: $160.88; 2026-03-03 17:28:56.010309: $60.33,1427.83,2025-07-24: $250.00 (bank_transfer); 2025-07-24: $1299.95 (bank_transfer); 2025-07-24: $-122.12 (bank_transfer),0.00
009101,8036,2014-02-11,closed,0.00,,0.00,,0.00
009102,8037,2014-02-15,closed,1050.75,2026-03-03 17:28:56.010309: $600.00; 2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $285.00; 2026-03-03 17:28:56.010309: $90.00; 2026-03-03 17:28:56.010309: $45.75,1050.75,2025-07-24: $1050.75 (bank_transfer),0.00
009103,8038,2014-02-10,closed,0.00,,0.00,,0.00
009104,8039,2014-02-12,closed,0.00,,0.00,,0.00
009105,8040,2014-02-24,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
009106,8041,2014-02-13,closed,204.03,2026-03-03 17:28:56.010309: $112.50; 2026-03-03 17:28:56.010309: $38.10; 2026-03-03 17:28:56.010309: $5.62; 2026-03-03 17:28:56.010309: $40.00; 2026-03-03 17:28:56.010309: $7.81,204.03,2025-07-24: $204.03 (bank_transfer),0.00
009107,8042,2014-02-13,closed,250.00,2026-03-03 17:28:56.010309: $226.75; 2026-03-03 17:28:56.010309: $11.34; 2026-03-03 17:28:56.010309: $11.90; 2026-03-03 17:28:56.010309: $0.01,250.00,2025-07-24: $250.00 (bank_transfer),0.00
009108,8043,2014-02-13,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
009109,8044,2014-02-16,closed,231.53,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $11.03,231.53,2025-07-24: $231.53 (bank_transfer),0.00
009110,8045,2014-02-14,closed,1412.77,2026-03-03 17:28:56.010309: $1050.00; 2026-03-03 17:28:56.010309: $52.50; 2026-03-03 17:28:56.010309: $93.00; 2026-03-03 17:28:56.010309: $157.50; 2026-03-03 17:28:56.010309: $59.77,1412.77,2014-02-14: $250.00 (credit_card); 2014-02-15: $1162.77 (credit_card),0.00
009111,8046,2014-02-14,closed,542.81,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $51.75; 2026-03-03 17:28:56.010309: $58.50; 2026-03-03 17:28:56.010309: $23.06,542.81,2014-02-14: $200.00 (credit_card); 2014-02-14: $342.81 (credit_card),0.00
009112,8047,2014-05-23,closed,1881.41,2026-03-03 17:28:56.010309: $1450.00; 2026-03-03 17:28:56.010309: $260.87; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $85.00; 2026-03-03 17:28:56.010309: $85.54,1881.41,2014-02-14: $500.00 (cash); 2014-05-24: $1381.41 (cash),0.00
009113,8048,2014-02-15,closed,554.62,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $63.00; 2026-03-03 17:28:56.010309: $58.50; 2026-03-03 17:28:56.010309: $23.62,554.62,2014-02-15: $200.00 (credit_card); 2014-02-15: $354.62 (credit_card),0.00
009114,8049,2014-02-15,closed,428.44,2026-03-03 17:28:56.010309: $374.32; 2026-03-03 17:28:56.010309: $18.72; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $20.40,428.44,2025-07-24: $428.44 (bank_transfer),0.00
009115,8050,2014-08-09,closed,200.00,2026-03-03 17:28:56.010309: $190.48; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $9.52,200.00,2025-07-24: $200.00 (bank_transfer),0.00
009116,8051,2014-02-17,closed,993.14,2026-03-03 17:28:56.010309: $742.17; 2026-03-03 17:28:56.010309: $37.11; 2026-03-03 17:28:56.010309: $40.25; 2026-03-03 17:28:56.010309: $132.63; 2026-03-03 17:28:56.010309: $40.98,993.14,2025-07-24: $330.00 (bank_transfer); 2025-07-24: $663.14 (bank_transfer),0.00
009117,8052,2014-02-17,closed,809.32,2026-03-03 17:28:56.010309: $600.00; 2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $40.25; 2026-03-03 17:28:56.010309: $105.56; 2026-03-03 17:28:56.010309: $33.51,809.32,2025-07-24: $809.32 (bank_transfer),0.00
009118,8053,2014-02-13,closed,0.00,,0.00,,0.00
009119,8054,2014-02-18,closed,520.54,2026-03-03 17:28:56.010309: $375.00; 2026-03-03 17:28:56.010309: $18.75; 2026-03-03 17:28:56.010309: $102.00; 2026-03-03 17:28:56.010309: $24.79,520.54,2025-07-24: $520.54 (bank_transfer),0.00
009120,8023,2014-02-18,closed,413.44,2026-03-03 17:28:56.010309: $375.00; 2026-03-03 17:28:56.010309: $18.75; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $19.69,413.44,2025-07-24: $413.44 (bank_transfer),0.00
009121,8024,2014-02-18,closed,0.00,,0.00,,0.00
009122,8025,2014-02-17,closed,0.00,,0.00,,0.00
009123,8026,2014-02-14,closed,0.00,,0.00,,0.00
009124,8027,2014-02-19,closed,0.00,,0.00,,0.00
009125,8028,2014-02-19,closed,0.00,,0.00,,0.00
009126,8029,2014-03-05,closed,75.76,2026-03-03 17:28:56.010309: $63.00; 2026-03-03 17:28:56.010309: $3.15; 2026-03-03 17:28:56.010309: $6.30; 2026-03-03 17:28:56.010309: $3.31,75.76,2025-07-24: $75.76 (bank_transfer),0.00
009127,8030,2014-04-03,closed,252.53,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $21.00; 2026-03-03 17:28:56.010309: $11.03,252.53,2025-07-24: $75.00 (bank_transfer); 2025-07-24: $177.53 (bank_transfer),0.00
009128,8031,2014-02-20,closed,981.75,2026-03-03 17:28:56.010309: $900.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $35.00; 2026-03-03 17:28:56.010309: $46.75,981.75,2025-07-24: $250.00 (bank_transfer); 2025-07-24: $731.75 (bank_transfer),0.00
009129,8055,2014-06-21,closed,401.23,2026-03-03 17:28:56.010309: $262.50; 2026-03-03 17:28:56.010309: $13.12; 2026-03-03 17:28:56.010309: $69.00; 2026-03-03 17:28:56.010309: $39.38; 2026-03-03 17:28:56.010309: $17.23,401.23,2025-07-24: $200.00 (bank_transfer); 2025-07-24: $201.23 (bank_transfer),0.00
009130,8056,2014-06-22,closed,328.78,2026-03-03 17:28:56.010309: $262.50; 2026-03-03 17:28:56.010309: $13.12; 2026-03-03 17:28:56.010309: $39.38; 2026-03-03 17:28:56.010309: $13.78,328.78,2025-07-24: $328.78 (bank_transfer),0.00
009131,8057,2014-02-20,closed,0.00,,0.00,,0.00
009132,8058,2014-02-21,closed,165.38,2026-03-03 17:28:56.010309: $150.00; 2026-03-03 17:28:56.010309: $7.50; 2026-03-03 17:28:56.010309: $7.88,165.38,2025-07-24: $165.38 (bank_transfer),0.00
009133,8059,2014-02-21,closed,355.01,2026-03-03 17:28:56.010309: $300.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $23.10; 2026-03-03 17:28:56.010309: $16.91,355.01,2014-02-24: $160.00 (cash); 2014-02-24: $195.00 (credit_adjustment); 2014-02-24: $0.01 (cash),0.00
009134,8060,2014-06-07,closed,994.80,2026-03-03 17:28:56.010309: $750.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $126.00; 2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $43.80,994.80,2025-07-24: $430.00 (bank_transfer); 2025-07-24: $110.00 (bank_transfer); 2025-07-24: $90.00 (bank_transfer); 2025-07-24: $90.00 (bank_transfer); 2025-07-24: $142.50 (bank_transfer); 2025-07-24: $132.30 (bank_transfer),0.00
009135,8061,2014-02-15,closed,0.00,,0.00,,0.00
009136,8062,2014-02-16,closed,0.00,,0.00,,0.00
009137,8063,2014-02-21,closed,0.00,,0.00,,0.00
009138,8064,2014-02-11,closed,0.00,,0.00,,0.00
009139,8065,2014-02-18,closed,0.00,,0.00,,0.00
009140,8066,2014-02-18,closed,0.00,,0.00,,0.00
009141,8067,2014-02-22,closed,600.00,2026-03-03 17:28:56.010309: $544.22; 2026-03-03 17:28:56.010309: $27.21; 2026-03-03 17:28:56.010309: $28.57,600.00,2025-07-24: $200.00 (bank_transfer); 2025-07-24: $400.00 (bank_transfer),0.00
009142,8068,2014-02-21,closed,0.00,,0.00,,0.00
009143,8069,2014-02-22,closed,774.64,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $228.25; 2026-03-03 17:28:56.010309: $36.89; 2026-03-03 17:28:56.010309: $100.00,774.64,2025-07-24: $429.98 (bank_transfer); 2025-07-24: $344.66 (bank_transfer),0.00
009144,8070,2014-02-23,closed,551.25,2026-03-03 17:28:56.010309: $500.00; 2026-03-03 17:28:56.010309: $25.00; 2026-03-03 17:28:56.010309: $26.25,551.25,2014-02-22: $551.25 (unknown),0.00
009145,8071,2014-05-08,closed,420.88,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $35.00; 2026-03-03 17:28:56.010309: $18.38,420.88,2025-07-24: $200.00 (bank_transfer); 2025-07-24: $220.88 (bank_transfer),0.00
009146,8072,2014-08-31,closed,748.28,2026-03-03 17:28:56.010309: $647.50; 2026-03-03 17:28:56.010309: $32.38; 2026-03-03 17:28:56.010309: $32.77; 2026-03-03 17:28:56.010309: $35.63,748.28,2014-02-24: $200.00 (credit_card); 2014-08-29: $548.28 (credit_card),0.00
009147,8073,2014-04-04,closed,338.45,2026-03-03 17:28:56.010309: $190.00; 2026-03-03 17:28:56.010309: $9.50; 2026-03-03 17:28:56.010309: $75.21; 2026-03-03 17:28:56.010309: $50.00; 2026-03-03 17:28:56.010309: $13.74,338.45,2025-07-24: $200.00 (bank_transfer); 2025-07-24: $152.45 (bank_transfer); 2025-07-24: $-14.00 (bank_transfer),0.00
009148,8074,2014-04-04,closed,209.47,2026-03-03 17:28:56.010309: $190.00; 2026-03-03 17:28:56.010309: $9.50; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $9.97,209.47,2025-07-24: $209.47 (bank_transfer),0.00
009149,8075,2014-02-21,closed,0.00,,0.00,,0.00
009150,8076,2014-03-01,closed,390.75,2026-03-03 17:28:56.010309: $300.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $60.00; 2026-03-03 17:28:56.010309: $15.75,390.75,2025-07-24: $390.75 (bank_transfer),0.00
009151,8077,2014-03-01,closed,586.12,2026-03-03 17:28:56.010309: $450.00; 2026-03-03 17:28:56.010309: $22.50; 2026-03-03 17:28:56.010309: $90.00; 2026-03-03 17:28:56.010309: $23.62,586.12,2025-07-24: $586.12 (bank_transfer),0.00
009152,8078,2014-02-25,closed,0.00,,0.00,,0.00
009153,8079,2014-02-26,closed,0.00,,0.00,,0.00
009154,8080,2014-02-24,closed,0.00,,0.00,,0.00
009155,8081,2014-02-24,closed,0.00,,0.00,,0.00
009156,8082,2014-02-18,closed,0.00,,0.00,,0.00
009157,8083,2014-02-25,closed,0.00,,0.00,,0.00
009158,8084,2014-02-28,closed,231.53,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $11.03,231.53,2025-07-24: $75.00 (bank_transfer); 2025-07-24: $156.53 (bank_transfer),0.00
009159,8085,2014-12-31,closed,1650.00,2026-03-03 17:28:56.010309: $1375.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $206.25; 2026-03-03 17:28:56.010309: $68.75,1650.00,2025-07-24: $250.00 (bank_transfer); 2025-07-24: $1400.00 (bank_transfer),0.00
009160,8086,2014-03-08,closed,617.00,2026-03-03 17:28:56.010309: $500.00; 2026-03-03 17:28:56.010309: $25.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $50.00; 2026-03-03 17:28:56.010309: $27.00,617.00,2025-07-24: $15.75 (bank_transfer); 2025-07-24: $351.25 (bank_transfer); 2025-07-24: $250.00 (bank_transfer),0.00
009161,8087,2014-04-17,closed,997.50,2026-03-03 17:28:56.010309: $950.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $47.50,997.50,2025-07-24: $250.00 (bank_transfer); 2025-07-24: $250.00 (bank_transfer); 2025-07-24: $250.00 (bank_transfer); 2025-07-24: $247.50 (bank_transfer),0.00
009162,8088,2014-04-18,closed,231.00,2026-03-03 17:28:56.010309: $200.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $11.00; 2026-03-03 17:28:56.010309: $20.00,231.00,2025-07-24: $21.00 (bank_transfer); 2025-07-24: $210.00 (bank_transfer),0.00
009163,8089,2014-04-19,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
009164,8090,2014-04-21,closed,1066.00,2026-03-03 17:28:56.010309: $900.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $100.00; 2026-03-03 17:28:56.010309: $46.00; 2026-03-03 17:28:56.010309: $20.00,1066.00,2025-07-24: $21.00 (bank_transfer); 2025-07-24: $1045.00 (bank_transfer),0.00
009165,8091,2014-03-31,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
009166,8092,2014-03-28,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
009167,8093,2014-09-13,closed,641.71,2026-03-03 17:28:56.010309: $495.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $116.15; 2026-03-03 17:28:56.010309: $30.56,641.71,2025-07-24: $121.96 (bank_transfer); 2025-07-24: $519.75 (bank_transfer),0.00
009168,8094,2014-09-13,closed,519.75,2026-03-03 17:28:56.010309: $495.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $24.75,519.75,2025-07-24: $519.75 (bank_transfer),0.00
009169,8095,2014-02-28,closed,244.24,2026-03-03 17:28:56.010309: $195.00; 2026-03-03 17:28:56.010309: $9.75; 2026-03-03 17:28:56.010309: $29.25; 2026-03-03 17:28:56.010309: $10.24,244.24,2025-07-24: $244.24 (bank_transfer),0.00
009170,8096,2014-02-28,closed,346.26,2026-03-03 17:28:56.010309: $195.00; 2026-03-03 17:28:56.010309: $9.75; 2026-03-03 17:28:56.010309: $23.81; 2026-03-03 17:28:56.010309: $29.25; 2026-03-03 17:28:56.010309: $77.02; 2026-03-03 17:28:56.010309: $11.43,346.26,2025-07-24: $346.26 (bank_transfer),0.00
009171,8097,2014-02-28,closed,644.18,2026-03-03 17:28:56.010309: $525.00; 2026-03-03 17:28:56.010309: $26.25; 2026-03-03 17:28:56.010309: $121.00; 2026-03-03 17:28:56.010309: $52.50; 2026-03-03 17:28:56.010309: $33.61; 2026-03-03 17:28:56.010309: $-114.18,644.18,2025-07-24: $547.93 (bank_transfer); 2025-07-24: $96.25 (bank_transfer),0.00
009172,8098,2014-03-28,closed,205.00,2026-03-03 17:28:56.010309: $178.26; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $17.83; 2026-03-03 17:28:56.010309: $8.91,205.00,2025-07-24: $205.00 (bank_transfer),0.00
009173,8099,2014-04-12,closed,666.35,2026-03-03 17:28:56.010309: $500.00; 2026-03-03 17:28:56.010309: $25.00; 2026-03-03 17:28:56.010309: $62.00; 2026-03-03 17:28:56.010309: $50.00; 2026-03-03 17:28:56.010309: $29.35,666.35,2025-07-24: $250.00 (bank_transfer); 2025-07-24: $416.35 (bank_transfer),0.00
009174,8100,2014-03-03,closed,241.53,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.00; 2026-03-03 17:28:56.010309: $11.03,241.53,2025-07-24: $241.53 (bank_transfer),0.00
009175,8101,2014-03-10,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
009176,8102,2014-02-28,closed,871.75,2026-03-03 17:28:56.010309: $500.00; 2026-03-03 17:28:56.010309: $25.00; 2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $100.00; 2026-03-03 17:28:56.010309: $36.75,871.75,2025-07-24: $871.75 (bank_transfer),0.00
009177,8103,2014-03-21,closed,214.99,2026-03-03 17:28:56.010309: $195.00; 2026-03-03 17:28:56.010309: $9.75; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $10.24,214.99,2025-07-24: $214.99 (bank_transfer),0.00
009178,8104,2014-03-03,closed,69.46,2026-03-03 17:28:56.010309: $63.00; 2026-03-03 17:28:56.010309: $3.15; 2026-03-03 17:28:56.010309: $3.31,69.46,2025-07-24: $69.46 (bank_transfer),0.00
009179,8105,2014-03-03,closed,69.46,2026-03-03 17:28:56.010309: $63.00; 2026-03-03 17:28:56.010309: $3.15; 2026-03-03 17:28:56.010309: $3.31,69.46,2025-07-24: $69.46 (bank_transfer),0.00
009180,8106,2014-03-04,closed,69.46,2026-03-03 17:28:56.010309: $63.00; 2026-03-03 17:28:56.010309: $3.15; 2026-03-03 17:28:56.010309: $3.31,69.46,2014-03-04: $69.46 (credit_card),0.00
009181,8107,2014-03-04,closed,69.46,2026-03-03 17:28:56.010309: $63.00; 2026-03-03 17:28:56.010309: $3.15; 2026-03-03 17:28:56.010309: $3.31,69.46,2025-07-24: $69.46 (bank_transfer),0.00
009182,8108,2014-02-28,closed,244.22,2026-03-03 17:28:56.010309: $187.50; 2026-03-03 17:28:56.010309: $9.38; 2026-03-03 17:28:56.010309: $37.50; 2026-03-03 17:28:56.010309: $9.84,244.22,2025-07-24: $244.22 (bank_transfer),0.00
009183,8109,2014-02-27,closed,0.00,,0.00,,0.00
009184,8110,2014-02-28,closed,0.00,,0.00,,0.00
009185,8111,2014-03-03,closed,0.00,,0.00,,0.00
009186,8112,2014-03-03,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
009187,8113,2014-03-03,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
009188,8114,2014-03-04,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
009189,8115,2014-03-04,closed,82.69,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.94,82.69,2025-07-24: $82.69 (bank_transfer),0.00
009190,8116,2014-04-10,closed,31.50,2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $1.50,31.50,2025-07-24: $31.50 (bank_transfer),0.00
009191,8117,2014-03-08,closed,2502.45,2026-03-03 17:28:56.010309: $1500.00; 2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $594.00; 2026-03-03 17:28:56.010309: $225.00; 2026-03-03 17:28:56.010309: $108.45,2502.45,2025-07-24: $500.00 (bank_transfer); 2025-07-24: $2002.45 (bank_transfer),0.00
009192,8118,2014-03-06,closed,231.53,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $11.03,231.53,2025-07-24: $231.53 (bank_transfer),0.00
009193,8119,2014-03-05,closed,140.00,2026-03-03 17:28:56.010309: $120.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $14.00; 2026-03-03 17:28:56.010309: $6.00,140.00,2025-07-24: $140.00 (bank_transfer),0.00
009194,8120,2014-03-06,closed,450.00,2026-03-03 17:28:56.010309: $408.16; 2026-03-03 17:28:56.010309: $20.41; 2026-03-03 17:28:56.010309: $21.43,450.00,2014-03-06: $75.00 (credit_card); 2014-03-06: $375.00 (credit_card),0.00
009195,8121,2014-06-18,closed,750.00,2026-03-03 17:28:56.010309: $680.28; 2026-03-03 17:28:56.010309: $34.01; 2026-03-03 17:28:56.010309: $35.71,750.00,2025-07-24: $750.00 (bank_transfer),0.00
009196,8122,2014-06-21,closed,750.00,2026-03-03 17:28:56.010309: $680.28; 2026-03-03 17:28:56.010309: $34.01; 2026-03-03 17:28:56.010309: $35.71,750.00,2025-07-24: $750.00 (bank_transfer),0.00
009197,8123,2014-11-23,closed,69.46,2026-03-03 17:28:56.010309: $63.00; 2026-03-03 17:28:56.010309: $3.15; 2026-03-03 17:28:56.010309: $3.31,69.46,2025-07-24: $69.46 (bank_transfer),0.00
009198,8124,2014-07-19,closed,1402.35,2026-03-03 17:28:56.010309: $900.00; 2026-03-03 17:28:56.010309: $45.00; 2026-03-03 17:28:56.010309: $262.00; 2026-03-03 17:28:56.010309: $135.00; 2026-03-03 17:28:56.010309: $60.35,1402.35,2014-03-06: $500.00 (credit_card); 2014-07-17: $902.35 (credit_card),0.00
009199,8125,2014-03-06,closed,603.48,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $105.00; 2026-03-03 17:28:56.010309: $52.50; 2026-03-03 17:28:56.010309: $54.86; 2026-03-03 17:28:56.010309: $23.62,603.48,2025-07-24: $603.48 (bank_transfer),0.00
009200,8126,2014-03-07,closed,215.00,2026-03-03 17:28:56.010309: $175.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $14.29; 2026-03-03 17:28:56.010309: $16.25; 2026-03-03 17:28:56.010309: $9.46,215.00,2025-07-24: $215.00 (bank_transfer),0.00
009201,8127,2014-03-09,closed,1052.81,2026-03-03 17:28:56.010309: $750.00; 2026-03-03 17:28:56.010309: $37.50; 2026-03-03 17:28:56.010309: $143.75; 2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $46.56,1052.81,2014-03-07: $250.00 (credit_card); 2014-03-07: $752.10 (credit_card); 2014-03-09: $50.71 (credit_card),0.00
009202,8128,2014-03-08,closed,0.00,,0.00,,0.00
009203,8129,2014-03-08,closed,0.00,,0.00,,0.00
009204,8130,2014-03-08,closed,380.98,2026-03-03 17:28:56.010309: $292.50; 2026-03-03 17:28:56.010309: $14.62; 2026-03-03 17:28:56.010309: $58.50; 2026-03-03 17:28:56.010309: $15.36,380.98,2025-07-24: $380.98 (bank_transfer),0.00
009205,8131,2014-03-08,closed,317.49,2026-03-03 17:28:56.010309: $243.75; 2026-03-03 17:28:56.010309: $12.19; 2026-03-03 17:28:56.010309: $48.75; 2026-03-03 17:28:56.010309: $12.80,317.49,2025-07-24: $317.49 (bank_transfer),0.00
009206,8132,2014-08-09,closed,963.69,2026-03-03 17:28:56.010309: $700.00; 2026-03-03 17:28:56.010309: $35.00; 2026-03-03 17:28:56.010309: $82.80; 2026-03-03 17:28:56.010309: $105.00; 2026-03-03 17:28:56.010309: $40.89,963.69,2014-03-07: $175.00 (credit_card); 2014-07-14: $788.69 (credit_card),0.00
009207,8133,2014-03-04,closed,0.00,,0.00,,0.00
009208,8134,2014-03-05,closed,0.00,,0.00,,0.00
009209,8135,2014-03-06,closed,0.00,,0.00,,0.00
009210,8136,2014-03-07,closed,0.00,,0.00,,0.00
009211,8137,2014-03-07,closed,439.60,2026-03-03 17:28:56.010309: $337.50; 2026-03-03 17:28:56.010309: $16.88; 2026-03-03 17:28:56.010309: $67.50; 2026-03-03 17:28:56.010309: $17.72,439.60,2025-07-24: $439.60 (bank_transfer),0.00
009212,8138,2014-03-09,closed,168.00,2026-03-03 17:28:56.010309: $160.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $8.00,168.00,2025-07-24: $168.00 (bank_transfer),0.00
009213,8139,2014-03-09,closed,75.76,2026-03-03 17:28:56.010309: $63.00; 2026-03-03 17:28:56.010309: $3.15; 2026-03-03 17:28:56.010309: $6.30; 2026-03-03 17:28:56.010309: $3.31,75.76,2025-07-24: $75.76 (bank_transfer),0.00
009214,8140,2014-07-26,closed,1031.40,2026-03-03 17:28:56.010309: $780.00; 2026-03-03 17:28:56.010309: $39.00; 2026-03-03 17:28:56.010309: $89.00; 2026-03-03 17:28:56.010309: $78.00; 2026-03-03 17:28:56.010309: $45.40,1031.40,2025-07-24: $205.00 (bank_transfer); 2025-07-24: $826.40 (bank_transfer),0.00
009215,8141,2014-04-19,closed,1189.23,2026-03-03 17:28:56.010309: $900.00; 2026-03-03 17:28:56.010309: $45.00; 2026-03-03 17:28:56.010309: $149.50; 2026-03-03 17:28:56.010309: $90.00; 2026-03-03 17:28:56.010309: $54.73; 2026-03-03 17:28:56.010309: $-50.00; 2026-03-03 17:28:56.010309: $0.00,1189.23,2014-03-08: $250.00 (credit_card); 2014-04-16: $939.23 (credit_card),0.00
009216,8142,2014-09-20,closed,1264.67,2026-03-03 17:28:56.010309: $1023.75; 2026-03-03 17:28:56.010309: $51.19; 2026-03-03 17:28:56.010309: $32.00; 2026-03-03 17:28:56.010309: $102.38; 2026-03-03 17:28:56.010309: $55.35,1264.67,2014-03-08: $250.00 (credit_card); 2014-09-20: $1014.67 (credit_card),0.00
009217,8143,2014-10-11,closed,840.34,2026-03-03 17:28:56.010309: $742.50; 2026-03-03 17:28:56.010309: $37.12; 2026-03-03 17:28:56.010309: $20.70; 2026-03-03 17:28:56.010309: $40.02,840.34,2014-03-08: $175.00 (credit_card); 2014-09-25: $665.34 (cash),0.00
