strict_order,batch_id,processing_priority,classification_bucket,gl_target_hint,receipt_id,receipt_date,vendor_name,gross_amount,payment_method,canonical_pay_method,is_driver_reimbursement,reimbursed_via,recommended_step,receipt_source
1,P1-2012-01-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217018,2012-01-01,CANADIAN TIRE,8.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
1198,P5-2012-05-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215159,2012-05-30,JUMBO,25.00,cash,,False,,manual classify and post,
1199,P5-2012-05-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215123,2012-05-30,MR SUDS INC.,27.55,cash,,False,,manual classify and post,
1200,P5-2012-05-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215134,2012-05-30,MR SUDS INC.,55.10,cash,,False,,manual classify and post,
1201,P5-2012-05-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215135,2012-05-30,MR SUDS INC.,47.50,cash,,False,,manual classify and post,
1202,P5-2012-05-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215137,2012-05-30,MR SUDS INC.,4.00,cash,,False,,manual classify and post,
1203,P5-2012-05-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217561,2012-05-30,TONY ROMAS,60.36,cash,,False,,manual classify and post,
1204,P5-2012-05-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217079,2012-05-30,WALMART,89.46,cash,,False,,manual classify and post,
1205,P5-2012-05-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217227,2012-05-31,CITY OF RED DEER,40.00,cash,,False,,manual classify and post,
1206,P5-2012-05-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217530,2012-05-31,PHIL'S RESTAURA,33.71,cash,,False,,manual classify and post,
1207,P5-2012-05-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214960,2012-05-31,THE KEY HOLE,26.25,cash,,False,,manual classify and post,
1208,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217540,2012-06-01,CHINA BEN,15.44,cash,,False,,manual classify and post,
1209,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217361,2012-06-02,BOSTON PIZZA,30.00,cash,,False,,manual classify and post,
1210,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217538,2012-06-02,BOSTON PIZZA,16.33,cash,,False,,manual classify and post,
1211,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215769,2012-06-02,IGA,6.07,cash,,False,,manual classify and post,
1212,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215175,2012-06-02,SUPER CLEAN,7.00,cash,,False,,manual classify and post,
1213,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217181,2012-06-02,WESTERNER,5.25,cash,,False,,manual classify and post,
1214,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217182,2012-06-03,FIELDS STORES,630.00,cash,,False,,manual classify and post,
1215,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214968,2012-06-04,DOLLARAMA,19.95,cash,,False,,manual classify and post,
1216,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215118,2012-06-04,MR SUDS INC.,13.30,cash,,False,,manual classify and post,
1217,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215161,2012-06-04,THE TRUCK TOWN WASH,23.10,cash,,False,,manual classify and post,
1218,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217073,2012-06-05,REAL CANADIAN SUPERSTORE,71.70,cash,,False,,manual classify and post,
1219,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215119,2012-06-09,MR SUDS INC.,12.35,cash,,False,,manual classify and post,
1220,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215120,2012-06-09,MR SUDS INC.,9.50,cash,,False,,manual classify and post,
1221,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215151,2012-06-10,JUMBO,9.00,cash,,False,,manual classify and post,
1222,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217058,2012-06-16,FUTURE SHOP,42.49,cash,,False,,manual classify and post,
1223,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217249,2012-06-17,MOORES,149.99,cash,,False,,manual classify and post,
1224,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217122,2012-06-17,REAL CANADIAN WHOLESALE CLUB,8.99,cash,,False,,manual classify and post,
1225,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217123,2012-06-17,REAL CANADIAN WHOLESALE CLUB,20.74,cash,,False,,manual classify and post,
1226,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217045,2012-06-18,STAPLES,52.45,cash,,False,,manual classify and post,
1227,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215148,2012-06-19,JUMBO,50.00,cash,,False,,manual classify and post,
1228,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214851,2012-06-19,PARTSOURCE,12.59,cash,,False,,manual classify and post,
1229,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217135,2012-06-19,SOBEYS,54.14,cash,,False,,manual classify and post,
1230,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215771,2012-06-20,A BUCK OR TWO,21.00,cash,,False,,manual classify and post,
1231,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215002,2012-06-20,BOAT MART,9.96,cash,,False,,manual classify and post,
1232,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214076,2012-06-20,FLYING J,500.00,cash,,False,,manual classify and post,
1233,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217060,2012-06-20,FUTURE SHOP,89.21,cash,,False,,manual classify and post,
1234,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215152,2012-06-20,JUMBO,50.00,cash,,False,,manual classify and post,
1235,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215154,2012-06-20,JUMBO,31.75,cash,,False,,manual classify and post,
1236,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217247,2012-06-20,MARK'S STORE #3,78.72,cash,,False,,manual classify and post,
1237,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215761,2012-06-20,PEAVEY MART,20.15,cash,,False,,manual classify and post,
1238,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217037,2012-06-20,WALMART,58.96,cash,,False,,manual classify and post,
1239,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217506,2012-06-20,WENDY'S,9.11,cash,,False,,manual classify and post,
1240,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215153,2012-06-22,JUMBO,50.00,cash,,False,,manual classify and post,
1241,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,145299,2012-06-22,WCB,11.51,cash,,False,,manual classify and post,
1242,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217119,2012-06-23,REAL CANADIAN WHOLESALE CLUB,11.61,cash,,False,,manual classify and post,
1243,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215176,2012-06-23,SUPER CLEAN,13.10,cash,,False,,manual classify and post,
1244,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214067,2012-06-24,FLYING J,100.00,cash,,False,,manual classify and post,
1245,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217504,2012-06-25,MONGOLIE GRILL,51.42,cash,,False,,manual classify and post,
1246,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215096,2012-06-26,MR SUDS INC.,10.45,cash,,False,,manual classify and post,
1247,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214937,2012-06-27,FLORAL EXPRESSIONS,30.00,cash,,False,,manual classify and post,
1248,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215097,2012-06-27,MR SUDS INC.,10.45,cash,,False,,manual classify and post,
1249,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215122,2012-06-27,MR SUDS INC.,11.40,cash,,False,,manual classify and post,
1250,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217215,2012-06-27,RED DEER ADVOCATE,68.92,cash,,False,,manual classify and post,
1251,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215147,2012-06-30,JUMBO,50.00,cash,,False,,manual classify and post,
1252,P5-2012-06-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217120,2012-06-30,REAL CANADIAN WHOLESALE CLUB,19.99,cash,,False,,manual classify and post,
1253,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215178,2012-07-02,SUPER CLEAN,20.00,cash,,False,,manual classify and post,
1254,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215185,2012-07-02,SUPER CLEAN,9.00,cash,,False,,manual classify and post,
1255,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215095,2012-07-05,MR SUDS INC.,9.50,cash,,False,,manual classify and post,
1256,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217542,2012-07-05,RED LOBSTER,25.20,cash,,False,,manual classify and post,
1257,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217547,2012-07-05,RICKYS,32.19,cash,,False,,manual classify and post,
1258,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215706,2012-07-06,CHATEAU WINE AND SPIRITS,41.75,cash,,False,,manual classify and post,
1259,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214079,2012-07-06,FLYING J,10.00,cash,,False,,manual classify and post,
1260,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215130,2012-07-06,MR SUDS INC.,5.70,cash,,False,,manual classify and post,
1261,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215129,2012-07-07,MR SUDS INC.,8.55,cash,,False,,manual classify and post,
1262,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217145,2012-07-08,SOBEYS,48.95,cash,,False,,manual classify and post,
1263,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217050,2012-07-09,PRAIRIE OFFICE SUPPLIES,27.60,cash,,False,,manual classify and post,
1264,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217042,2012-07-09,STAPLES,25.00,cash,,False,,manual classify and post,
1265,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217043,2012-07-09,STAPLES,205.65,cash,,False,,manual classify and post,
1266,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215008,2012-07-09,THE KEY HOLE,62.50,cash,,False,,manual classify and post,
1267,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217154,2012-07-10,MACS CONVENIENCE,50.00,cash,,False,,manual classify and post,
1268,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217155,2012-07-10,MACS CONVENIENCE,11.96,cash,,False,,manual classify and post,
1269,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217178,2012-07-11,CENTRATECH,9.73,cash,,False,,manual classify and post,
1270,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215116,2012-07-11,MR SUDS INC.,5.70,cash,,False,,manual classify and post,
1271,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217533,2012-07-12,HMS HOST RESTAURANT,11.54,cash,,False,,manual classify and post,
1272,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217324,2012-07-12,JOEYS,20.56,cash,,False,,manual classify and post,
1273,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215115,2012-07-12,MR SUDS INC.,10.45,cash,,False,,manual classify and post,
1274,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217035,2012-07-12,RONA,12.85,cash,,False,,manual classify and post,
1275,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217141,2012-07-12,SOBEYS,52.01,cash,,False,,manual classify and post,
1276,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215177,2012-07-12,SUPER CLEAN,22.00,cash,,False,,manual classify and post,
1277,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215764,2012-07-13,7-ELEVEN,6.38,cash,,False,,manual classify and post,
1278,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217078,2012-07-13,WALMART,14.55,cash,,False,,manual classify and post,
1279,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215724,2012-07-14,COOP HGC,33.21,cash,,False,,manual classify and post,
1280,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217074,2012-07-14,EXTRA FOODS,17.13,cash,,False,,manual classify and post,
1281,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214077,2012-07-14,FLYING J,10.00,cash,,False,,manual classify and post,
1282,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217036,2012-07-14,HOME DEPOT,18.44,cash,,False,,manual classify and post,
1283,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217527,2012-07-14,KFC,18.82,cash,,False,,manual classify and post,
1284,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217541,2012-07-15,MCDONALD'S,14.02,cash,,False,,manual classify and post,
1285,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217529,2012-07-15,PHIL'S RESTAURA,46.45,cash,,False,,manual classify and post,
1286,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217514,2012-07-16,BOSTON PIZZA,15.40,cash,,False,,manual classify and post,
1287,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214874,2012-07-16,DOMO GAS,40.00,cash,,False,,manual classify and post,
1288,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217180,2012-07-16,SUPER CLEAN,252.00,cash,,False,,manual classify and post,
1289,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217179,2012-07-17,SUPER CLEAN,150.00,cash,,False,,manual classify and post,
1290,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217537,2012-07-18,MCDONALD'S,10.47,cash,,False,,manual classify and post,
1291,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215063,2012-07-18,MR SUDS INC.,19.00,cash,,False,,manual classify and post,
1292,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,145310,2012-07-19,WCB,1126.80,cash,,False,,manual classify and post,
1293,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217359,2012-07-20,MACS CONVENIENCE,5.98,cash,,False,,manual classify and post,
1294,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214078,2012-07-21,FLYING J,4.04,cash,,False,,manual classify and post,
1295,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217551,2012-07-21,GEORGE'S PIZZA,21.46,cash,,False,,manual classify and post,
1296,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217363,2012-07-21,HAPPY TOGETHER FOOD,6.98,cash,,False,,manual classify and post,
1297,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215121,2012-07-21,MR SUDS INC.,14.25,cash,,False,,manual classify and post,
1298,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217144,2012-07-21,SOBEYS,61.50,cash,,False,,manual classify and post,
1299,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215064,2012-07-22,MR SUDS INC.,10.45,cash,,False,,manual classify and post,
1300,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214085,2012-07-27,FLYING J,4.55,cash,,False,,manual classify and post,
1301,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215162,2012-07-27,MR SUDS INC.,10.00,cash,,False,,manual classify and post,
1302,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215163,2012-07-27,MR SUDS INC.,9.00,cash,,False,,manual classify and post,
1303,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215160,2012-07-27,THE TRUCK TOWN WASH,18.48,cash,,False,,manual classify and post,
1304,P5-2012-07-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214941,2012-07-30,AURORA PREMIUM FINANCING,105.85,cash,,False,,manual classify and post,
1305,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214967,2012-08-01,GEORGE'S PIZZA & STEAK,17.73,cash,,False,,manual classify and post,
1306,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217191,2012-08-02,REALITY BYTES COMPUTERS INC,172.15,cash,,False,,manual classify and post,
1307,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,145290,2012-08-03,WCB,14.37,cash,,False,,manual classify and post,
1308,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215687,2012-08-04,ALL ABOARD FINE WINE ANS SPIRITS,4.89,cash,,False,,manual classify and post,
1309,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215688,2012-08-04,ALL ABOARD FINE WINE ANS SPIRITS,51.31,cash,,False,,manual classify and post,
1310,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217113,2012-08-04,REAL CANADIAN WHOLESALE CLUB,7.34,cash,,False,,manual classify and post,
1311,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217136,2012-08-04,SOBEYS,12.08,cash,,False,,manual classify and post,
1312,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215234,2012-08-07,RUN'N ON EMPTY,31.01,cash,,False,,manual classify and post,
1313,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214082,2012-08-08,CASH WITHDRAWAL,43.75,cash,,False,,manual classify and post,
1314,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217518,2012-08-08,DENNYS,33.03,cash,,False,,manual classify and post,
1315,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217048,2012-08-09,STAPLES,18.00,cash,,False,,manual classify and post,
1316,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215165,2012-08-09,SUPER CLEAN,9.00,cash,,False,,manual classify and post,
1317,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215099,2012-08-10,MR SUDS INC.,12.35,cash,,False,,manual classify and post,
1318,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217193,2012-08-10,OFFICE PLUS,288.75,cash,,False,,manual classify and post,
1319,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215238,2012-08-11,RUN'N ON EMPTY,39.00,cash,,False,,manual classify and post,
1320,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217502,2012-08-12,BOSTON PIZZA,65.52,cash,,False,,manual classify and post,
1321,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214936,2012-08-13,LOCKED SOLID,35.70,cash,,False,,manual classify and post,
1322,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215243,2012-08-13,RUN'N ON EMPTY,65.01,cash,,False,,manual classify and post,
1323,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214852,2012-08-14,PARTSOURCE,87.84,cash,,False,,manual classify and post,
1324,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217054,2012-08-14,THE SOURCE,18.89,cash,,False,,manual classify and post,
1325,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217413,2012-08-15,TOTEM,10.25,cash,,False,,manual classify and post,
1326,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217192,2012-08-16,REALITY BYTES COMPUTERS INC,212.00,cash,,False,,manual classify and post,
1327,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217573,2012-08-17,PHOENIX BUFFET,30.08,cash,,False,,manual classify and post,
1328,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217053,2012-08-18,THE SOURCE,62.99,cash,,False,,manual classify and post,
1329,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217080,2012-08-21,WALMART,53.53,cash,,False,,manual classify and post,
1330,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215767,2012-08-24,MACS CONVENIENCE,22.24,cash,,False,,manual classify and post,
1331,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215076,2012-08-24,MR SUDS INC.,7.60,cash,,False,,manual classify and post,
1332,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215100,2012-08-24,MR SUDS INC.,22.80,cash,,False,,manual classify and post,
1333,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215101,2012-08-24,MR SUDS INC.,12.35,cash,,False,,manual classify and post,
1334,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215240,2012-08-24,RUN'N ON EMPTY,37.09,cash,,False,,manual classify and post,
1335,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217246,2012-08-24,SAVE ON FOODS,26.09,cash,,False,,manual classify and post,
1336,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215763,2012-08-25,7-ELEVEN,3.19,cash,,False,,manual classify and post,
1337,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215171,2012-08-25,SUPER CLEAN,9.00,cash,,False,,manual classify and post,
1338,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215098,2012-08-29,MR SUDS INC.,20.65,cash,,False,,manual classify and post,
1339,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215235,2012-08-29,RUN'N ON EMPTY,70.00,cash,,False,,manual classify and post,
1340,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215236,2012-08-29,RUN'N ON EMPTY,51.00,cash,,False,,manual classify and post,
1341,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215237,2012-08-29,RUN'N ON EMPTY,35.50,cash,,False,,manual classify and post,
1342,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215292,2012-08-29,RUN'N ON EMPTY,43.01,cash,,False,,manual classify and post,
1343,P5-2012-08-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215166,2012-08-29,SUPER CLEAN,8.00,cash,,False,,manual classify and post,
1344,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217059,2012-09-06,FUTURE SHOP,316.25,cash,,False,,manual classify and post,
1345,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217062,2012-09-06,SAVE ON FOODS,35.58,cash,,False,,manual classify and post,
1346,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215109,2012-09-07,MR SUDS INC.,8.55,cash,,False,,manual classify and post,
1347,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217140,2012-09-07,SOBEYS,25.20,cash,,False,,manual classify and post,
1348,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215256,2012-09-08,RUN'N ON EMPTY,35.00,cash,,False,,manual classify and post,
1349,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215290,2012-09-08,RUN'N ON EMPTY,20.00,cash,,False,,manual classify and post,
1350,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217548,2012-09-09,BOSTON PIZZA,24.00,cash,,False,,manual classify and post,
1351,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217535,2012-09-10,BOSTON PIZZA,16.07,cash,,False,,manual classify and post,
1352,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214870,2012-09-10,DOMO GAS,30.00,cash,,False,,manual classify and post,
1353,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215239,2012-09-10,RUN'N ON EMPTY,86.00,cash,,False,,manual classify and post,
1354,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215242,2012-09-10,RUN'N ON EMPTY,75.50,cash,,False,,manual classify and post,
1355,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217041,2012-09-11,STAPLES,95.34,cash,,False,,manual classify and post,
1356,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215762,2012-09-13,PEAVEY MART,15.74,cash,,False,,manual classify and post,
