id,transaction_date,account_code,account_name,description,debit_amount,credit_amount,net_amount,transaction_type,transaction_number,source_system,source_transaction_id,entity_name,row_hash
34284,2016-11-25,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,360f8860e19683466657b860c843b2009ef7e14c5f4f105c900f49aba1ee324b
34285,2016-12-02,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,5f268049bf1ce6335c815f9426b474e0078aa1660cf5dee56c2d3c5c09e5add0
34286,2016-12-09,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,ff76a436779913fd2732785178464918bde558e9c439231e69a2fca427ae24ae
34287,2016-12-16,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,5b01da79562958cef53938970e6ff23e0709dc99f9591492f0462ad01de290e6
34288,2016-12-23,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,5400e0415a2c2d8ac49fce79a12d07c032a8af9d8bf955ac220a566d497254f8
34289,2016-12-30,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,8bd48f6c0f19243d230c60c4a3c0705d643fe3ebcee71466514085add554ef06
34290,2017-01-06,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,eb5eda4189a0108b6bc9851442742af67f69988172c87e79690c4f36acf62c1b
34291,2017-01-13,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,064c8ac39c4939f9551d5a991e0b136fd38752abf4b2725006a61fd6a7b6b7d9
34292,2017-01-20,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,f0f3358be244d2d2af40b666c4c57a91f2f3d3140beff4886e4480fda1849a46
34293,2017-01-27,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,8ef0dc0b46cf6655a1ceb1f2ebcc109eb9a6be7a195917750739f2d7fe72c980
34294,2017-02-03,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,8c55b20baac5c03446f7661b562953391dff16393c97bba756e36ddced60e647
34295,2017-02-10,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,dafa2028e3bde9e42bc0139e32a64a72bdfdde5ae17314075410cbea761d837d
34296,2017-02-17,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,b730690bae75e377333bf9a9f0bf8b33d56a1be88c268693692d788ced3f775b
34470,2017-02-17,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,752.56,0.00,752.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,188aca654df1630505fb0361fd055f727d818b5e31f766d752456a7c353b16af
34493,2017-02-17,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,bd07184e4463774c7a87951421e5520dd4d2eac0284d060d08ba0be7949299f2
34297,2017-02-24,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,3ac01a65979d4f981166cf01450f672e6cfc4506ede30d7f8c25772273252da6
34298,2017-03-03,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,5fafc88110d7e992507c0fcb7b56b6fd86723c1faf1c4e30071ef05878bc2a6b
34299,2017-03-10,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,5b28554681bc811dd98c71829f132bf13c6db88f2385ba3534e123ded5bb227e
34471,2017-03-17,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,752.56,0.00,752.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,8e10d1ff8e24ca2b1cc25a1a5f47b7667fe380779298b3563751f4f8c3f70044
34494,2017-03-17,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,6b9b6038f058014e5154a613246045bef83f57714080273f7f79be1c40bad968
34300,2017-03-24,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,c864b233f6524f5817fcc2ab1d6b1ccaa50990e27ff50c66d225621ab43b4327
34301,2017-03-31,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,ce00459c7866ec2479c24bc86260df58d8d6cafca121d75e779fceb844a0932a
34303,2017-04-07,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,e94afaaccc06f8a2f9c4fa800288ed68d29d02e4f86bcf253a699b0da2496777
34304,2017-04-21,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,da3feaee2f2155bf82cd060992ee9e40e6f0702576b0907e0efe670c7baff886
34305,2017-04-28,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,0bd345f287e2980238145f200557d8738875ac1d8de80da7102ccca0915fa0de
34306,2017-05-05,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,23d962f296f9af8c2540ffbb26a313a71728d79282d3fabce3ce4ea38b115981
34307,2017-05-12,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,5472aee68d574f42b66cd0335e7ee9172c07de1095c96aafc99c6c9f1b68ff21
34308,2017-05-26,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,9ede893c1343cf530cda2e518e8901841e5f6504b38d08439e0a0d819cbbc0bc
34309,2017-06-02,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,5cfd05b7c1b428004ca6c5e075d7f2fde3a227534a424cb779a9d8164534b2c3
34310,2017-06-09,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,aec2b08ef9183a03710dff4150a5837bb1f20de033b5012bb407fbd4b6132650
34311,2017-06-16,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,f46d89f39325cf9c1b56f0c8faffe13a04aea613fb8845cfb992ac77d9a3dc1d
34472,2017-06-19,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,752.56,0.00,752.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,bf9c9f2bbc5c7a74ea2ccd71244311ac56cc102509ea960c393ff0828c9c1213
34495,2017-06-19,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,5cc7a4974975fbacd015511961f82eca6116929415e3d547b36ceb8f436ef8b6
34312,2017-06-23,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,83816ff7e3c154b442041ee2f14f4f03cec2bce9ac370e6563a94ce366227fee
34313,2017-06-30,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,f9a4e2294a6a7faae32d72094b194c28026b884d6f4110949049b1b272e7de45
34314,2017-07-07,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,f0898c2678fb4e1cc5460ed17423fee5ce84b46d58a8d26f82b0f4f302b3ae26
34315,2017-07-14,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,91d60927cb61b0ba2c7edf2fb11863ef49be113d36fedade4f8afb5f499771d0
34473,2017-07-17,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,752.56,0.00,752.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,27df5ed1b19df168411c7109d449120cd1aea37db2d778e8baab17ed1d76889f
34496,2017-07-17,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,516458e5ae8b477c2ee7de454e5f00c43dd9008f5fe8b71b0209e5cb516a85f5
34316,2017-07-28,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,7c854b8a428304b61199478217862c65848340e0c304893743b3fd0310c704e9
34317,2017-08-04,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,609f9ffbe10f4c361e8f1abaa416029fce479a72a8bebc8070086b0d21d05c6e
34318,2017-08-11,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,ac0b4efe47686342b9b55511476bc5d3e68591476a66776968d08478c4b6c991
34474,2017-08-17,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,752.56,0.00,752.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,d3b68c5d3d2823a00b0641ffcbb9cea910716f534793d0243df4ddce37ce190c
34497,2017-08-17,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,1a05aacc4fa919561d713b26563e5b55ceb5a26ff7cca8635c26030f4800f75a
34319,2017-08-18,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,105f3aae22866ca55c04d3ccc673bdb2ef1b34d2ccc15c076f87c6f938de3eb0
34320,2017-08-25,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,d73862a57fe1dcb2c74ea17319fbcbd2657a13790d9e56cdf24ec5c555587d25
34321,2017-09-01,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,56fb6726cfd7c6d6f8715efebea2c2955cdedef24258316151de106d295b83cc
34322,2017-09-08,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,04017538b812fca928c409df1880bad52b899951abbad7f08e6319f41bea496b
34323,2017-09-15,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,7d343d5aa857420bb2da61a5f755594cfd7d1e4fffaac846ad7b25ff34a4e746
34498,2017-09-18,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,71ce9c9f536e7f02c4176b24e405492429aa1c6f7cf2f720dc78312c1df1f67e
34324,2017-09-22,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,687f1a1b0eb70581e718b2d2cdfce1dac08a6906291f0d0fde146202ba0f63c9
15732,2017-09-27,1399 Suspense,,Vehicle Lease - Which Lease?,782.56,0.00,782.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,1a56e4f39a47a5e449577901ca9e687883ba8cec2568e07a00afeb9a8ea1f5f0
34325,2017-09-29,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,5beafe1d6fc0d7005ebd5b1e90db1c79d0c4759809c4664df31984dbad35ef55
34326,2017-10-06,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,9fd814fea8cf42efa1523d9144c54b178250ee89011657e78666d54d45d169ff
34327,2017-10-12,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,5ed63b2631b9ccf22fdf511bd1da6f1b218035818662063cd6a813b900385a8d
34475,2017-10-17,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,752.56,0.00,752.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,5bb458528902d9f947333f1a6c0ca23158392d566b9114c02b090f82247b51b1
34499,2017-10-17,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,e5a785f75b15fe092fd5ed66520c3522b5f64f4ad8f726d1dd85d720a8dee2e7
34328,2017-10-20,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,c477f1b2a601b7094be474a50717ed70161aaff5bf5e56ddf7cfcdd2b3f05ef6
34329,2017-10-27,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,f9973b0c1c40b2aec3208e71b587b8cab3e34c3667f6febc0f3a06a09c3d4b31
34330,2017-11-03,2507 Leases and Loans:L-15 2012 E350 Limo Bus,,"",391.15,0.00,391.15,Cheque Expense,dd,QuickBooks,dd,Heffner Lexus Toyota,14ba0c789c7a66723c3b7bffd945580bce83ffbc88478abb2655eff618863120
34476,2017-11-17,2611 Woodridge Ford (752.56),,Vehicle Lease - Which Lease?,752.56,0.00,752.56,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,5cb4e0c1629015b4664f7cb0198415a057577bcc47774c77b227b19ade7e5317
34500,2017-11-17,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,0f41145420c31d2d62a82f1b7688317387e187324e8dabf7619fcbc005f3718c
34501,2017-12-18,2612 Woodridge Ford (1183.14),,Vehicle Lease - Which Lease?,1183.14,0.00,1183.14,Cheque Expense,dd,QuickBooks,dd,Woodridge Ford,02991498aef79335b12b3983be42189d3f014c722b9f8cb7714c9388a0497bb5
36689,2017-12-28,6475 Licenses & Permits,,identification license renewal for all vehicles,675.00,0.00,675.00,Cheque Expense,cash,QuickBooks,cash,City of Red Deer,1c4d71e86d890426357a1691a8ab1bd5460e4ac7c86230634e301535dea4f693
