RECEIPTS REPORT FOR 2019 (All Columns Except source_hash)
========================================================================================================================
id	source_system	source_reference	receipt_date	vendor_name	description	currency	gross_amount	gst_amount	net_amount	expense_account	payment_method	validation_status	validation_reason	event_batch_id	created_at
244	quickbooks_csv	244	2019-10-08	PINK BOW		CAD	27.76	1.32	26.44	OTHER_EXPENSE	Card	POSTED	NULL	260	2025-09-14 16:52:48.101950-06:00
514	quickbooks_csv	515	2019-06-15	PLATINA LIQUOR 2		CAD	19.34	0.75	18.59	OTHER_EXPENSE	Card	POSTED	NULL	529	2025-09-14 16:52:48.101950-06:00
720	quickbooks_csv	721	2019-01-04	PLENTY OF LIQUOR		CAD	44.28	2.10	42.18	OTHER_EXPENSE	Debit	POSTED	NULL	735	2025-09-14 16:52:48.101950-06:00
760	quickbooks_csv	761	2019-01-04	PLENTY OF LIQUOR		CAD	140.62	6.40	134.22	OTHER_EXPENSE	Debit	POSTED	NULL	775	2025-09-14 16:52:48.101950-06:00
452	quickbooks_csv	453	2019-01-12	PLENTY OF LIQUOR		CAD	85.90	4.09	81.81	OTHER_EXPENSE	Cash	POSTED	NULL	467	2025-09-14 16:52:48.101950-06:00
797	quickbooks_csv	798	2019-01-13	PLENTY OF LIQUOR		CAD	119.81	5.42	114.39	OTHER_EXPENSE	Cash	POSTED	NULL	812	2025-09-14 16:52:48.101950-06:00
509	quickbooks_csv	510	2019-01-18	PLENTY OF LIQUOR		CAD	65.51	3.05	62.46	OTHER_EXPENSE	Card	POSTED	NULL	524	2025-09-14 16:52:48.101950-06:00
508	quickbooks_csv	509	2019-01-18	PLENTY OF LIQUOR		CAD	203.80	9.25	194.55	OTHER_EXPENSE	Debit	POSTED	NULL	523	2025-09-14 16:52:48.101950-06:00
507	quickbooks_csv	508	2019-01-18	PLENTY OF LIQUOR		CAD	78.22	3.55	74.67	OTHER_EXPENSE	Debit	POSTED	NULL	522	2025-09-14 16:52:48.101950-06:00
817	quickbooks_csv	818	2019-01-22	PLENTY OF LIQUOR		CAD	365.01	16.97	348.04	OTHER_EXPENSE	Debit	POSTED	NULL	832	2025-09-14 16:52:48.101950-06:00
614	quickbooks_csv	615	2019-02-01	PLENTY OF LIQUOR		CAD	25.24	1.20	24.04	OTHER_EXPENSE	Card	POSTED	NULL	629	2025-09-14 16:52:48.101950-06:00
499	quickbooks_csv	500	2019-02-01	PLENTY OF LIQUOR		CAD	201.69	9.59	192.10	OTHER_EXPENSE	Card	POSTED	NULL	514	2025-09-14 16:52:48.101950-06:00
479	quickbooks_csv	480	2019-02-08	PLENTY OF LIQUOR		CAD	261.45	12.04	249.41	OTHER_EXPENSE	Cash	POSTED	NULL	494	2025-09-14 16:52:48.101950-06:00
738	quickbooks_csv	739	2019-02-14	PLENTY OF LIQUOR		CAD	8.49	0.40	8.09	OTHER_EXPENSE	Cash	POSTED	NULL	753	2025-09-14 16:52:48.101950-06:00
734	quickbooks_csv	735	2019-02-19	PLENTY OF LIQUOR		CAD	84.58	3.80	80.78	OTHER_EXPENSE	Cash	POSTED	NULL	749	2025-09-14 16:52:48.101950-06:00
736	quickbooks_csv	737	2019-02-27	PLENTY OF LIQUOR		CAD	97.17	4.40	92.77	OTHER_EXPENSE	Debit	POSTED	NULL	751	2025-09-14 16:52:48.101950-06:00
483	quickbooks_csv	484	2019-03-01	PLENTY OF LIQUOR		CAD	37.08	1.77	35.31	OTHER_EXPENSE	Cash	POSTED	NULL	498	2025-09-14 16:52:48.101950-06:00
495	quickbooks_csv	496	2019-03-08	PLENTY OF LIQUOR		CAD	303.68	14.20	289.48	OTHER_EXPENSE	Debit	POSTED	NULL	510	2025-09-14 16:52:48.101950-06:00
497	quickbooks_csv	498	2019-03-10	PLENTY OF LIQUOR		CAD	139.94	6.42	133.52	OTHER_EXPENSE	Cash	POSTED	NULL	512	2025-09-14 16:52:48.101950-06:00
798	quickbooks_csv	799	2019-03-13	PLENTY OF LIQUOR		CAD	116.52	5.25	111.27	OTHER_EXPENSE	Cash	POSTED	NULL	813	2025-09-14 16:52:48.101950-06:00
496	quickbooks_csv	497	2019-03-13	PLENTY OF LIQUOR		CAD	33.72	1.59	32.13	OTHER_EXPENSE	Debit	POSTED	NULL	511	2025-09-14 16:52:48.101950-06:00
468	quickbooks_csv	469	2019-03-13	PLENTY OF LIQUOR		CAD	91.76	4.30	87.46	OTHER_EXPENSE	Debit	POSTED	NULL	483	2025-09-14 16:52:48.101950-06:00
469	quickbooks_csv	470	2019-03-14	PLENTY OF LIQUOR		CAD	222.09	10.01	212.08	OTHER_EXPENSE	Debit	POSTED	NULL	484	2025-09-14 16:52:48.101950-06:00
500	quickbooks_csv	501	2019-03-14	PLENTY OF LIQUOR		CAD	39.64	1.86	37.78	OTHER_EXPENSE	Debit	POSTED	NULL	515	2025-09-14 16:52:48.101950-06:00
494	quickbooks_csv	495	2019-03-15	PLENTY OF LIQUOR		CAD	39.95	1.88	38.07	OTHER_EXPENSE	Cash	POSTED	NULL	509	2025-09-14 16:52:48.101950-06:00
513	quickbooks_csv	514	2019-03-21	PLENTY OF LIQUOR		CAD	263.21	12.25	250.96	OTHER_EXPENSE	Debit	POSTED	NULL	528	2025-09-14 16:52:48.101950-06:00
504	quickbooks_csv	505	2019-03-22	PLENTY OF LIQUOR		CAD	102.61	4.75	97.86	OTHER_EXPENSE	Debit	POSTED	NULL	519	2025-09-14 16:52:48.101950-06:00
503	quickbooks_csv	504	2019-03-22	PLENTY OF LIQUOR		CAD	234.35	10.81	223.54	OTHER_EXPENSE	Debit	POSTED	NULL	518	2025-09-14 16:52:48.101950-06:00
502	quickbooks_csv	503	2019-03-22	PLENTY OF LIQUOR		CAD	28.62	1.35	27.27	OTHER_EXPENSE	Debit	POSTED	NULL	517	2025-09-14 16:52:48.101950-06:00
511	quickbooks_csv	512	2019-03-23	PLENTY OF LIQUOR		CAD	146.00	6.65	139.35	OTHER_EXPENSE	Debit	POSTED	NULL	526	2025-09-14 16:52:48.101950-06:00
501	quickbooks_csv	502	2019-03-23	PLENTY OF LIQUOR		CAD	90.88	9.12	81.76	OTHER_EXPENSE	Cash	POSTED	NULL	516	2025-09-14 16:52:48.101950-06:00
463	quickbooks_csv	464	2019-03-28	PLENTY OF LIQUOR		CAD	191.09	8.69	182.40	OTHER_EXPENSE	Debit	POSTED	NULL	478	2025-09-14 16:52:48.101950-06:00
506	quickbooks_csv	507	2019-03-28	PLENTY OF LIQUOR		CAD	93.97	4.47	89.50	OTHER_EXPENSE	Cash	POSTED	NULL	521	2025-09-14 16:52:48.101950-06:00
498	quickbooks_csv	499	2019-03-29	PLENTY OF LIQUOR		CAD	65.68	3.12	62.56	OTHER_EXPENSE	Cash	POSTED	NULL	513	2025-09-14 16:52:48.101950-06:00
489	quickbooks_csv	490	2019-03-29	PLENTY OF LIQUOR		CAD	410.24	18.91	391.33	OTHER_EXPENSE	Debit	POSTED	NULL	504	2025-09-14 16:52:48.101950-06:00
432	quickbooks_csv	433	2019-03-30	PLENTY OF LIQUOR		CAD	168.14	7.75	160.39	OTHER_EXPENSE	Cash	POSTED	NULL	447	2025-09-14 16:52:48.101950-06:00
505	quickbooks_csv	506	2019-04-02	PLENTY OF LIQUOR		CAD	191.94	8.79	183.15	OTHER_EXPENSE	Debit	POSTED	NULL	520	2025-09-14 16:52:48.101950-06:00
761	quickbooks_csv	762	2019-04-26	PLENTY OF LIQUOR		CAD	93.97	4.25	89.72	OTHER_EXPENSE	Debit	POSTED	NULL	776	2025-09-14 16:52:48.101950-06:00
763	quickbooks_csv	764	2019-04-26	PLENTY OF LIQUOR		CAD	169.36	7.87	161.49	OTHER_EXPENSE	Debit	POSTED	NULL	778	2025-09-14 16:52:48.101950-06:00
762	quickbooks_csv	763	2019-04-26	PLENTY OF LIQUOR		CAD	177.04	8.08	168.96	OTHER_EXPENSE	Debit	POSTED	NULL	777	2025-09-14 16:52:48.101950-06:00
759	quickbooks_csv	760	2019-04-26	PLENTY OF LIQUOR		CAD	101.44	4.64	96.80	OTHER_EXPENSE	Debit	POSTED	NULL	774	2025-09-14 16:52:48.101950-06:00
721	quickbooks_csv	722	2019-05-02	PLENTY OF LIQUOR		CAD	111.22	5.10	106.12	OTHER_EXPENSE	Cash	POSTED	NULL	736	2025-09-14 16:52:48.101950-06:00
722	quickbooks_csv	723	2019-05-04	PLENTY OF LIQUOR		CAD	64.76	3.02	61.74	OTHER_EXPENSE	Debit	POSTED	NULL	737	2025-09-14 16:52:48.101950-06:00
179	quickbooks_csv	179	2019-05-10	PLENTY OF LIQUOR		CAD	282.11	12.54	269.57	OTHER_EXPENSE	Cash	POSTED	NULL	195	2025-09-14 16:52:48.101950-06:00
764	quickbooks_csv	765	2019-05-16	PLENTY OF LIQUOR		CAD	59.57	2.75	56.82	OTHER_EXPENSE	Debit	POSTED	NULL	779	2025-09-14 16:52:48.101950-06:00
743	quickbooks_csv	744	2019-05-17	PLENTY OF LIQUOR		CAD	28.62	1.35	27.27	OTHER_EXPENSE	Cash	POSTED	NULL	758	2025-09-14 16:52:48.101950-06:00
741	quickbooks_csv	742	2019-05-23	PLENTY OF LIQUOR		CAD	117.71	5.35	112.36	OTHER_EXPENSE	Debit	POSTED	NULL	756	2025-09-14 16:52:48.101950-06:00
719	quickbooks_csv	720	2019-05-23	PLENTY OF LIQUOR		CAD	305.43	13.91	291.52	OTHER_EXPENSE	Debit	POSTED	NULL	734	2025-09-14 16:52:48.101950-06:00
742	quickbooks_csv	743	2019-05-23	PLENTY OF LIQUOR		CAD	247.20	11.19	236.01	OTHER_EXPENSE	Debit	POSTED	NULL	757	2025-09-14 16:52:48.101950-06:00
740	quickbooks_csv	741	2019-05-23	PLENTY OF LIQUOR		CAD	86.37	3.90	82.47	OTHER_EXPENSE	Debit	POSTED	NULL	755	2025-09-14 16:52:48.101950-06:00
723	quickbooks_csv	724	2019-05-28	PLENTY OF LIQUOR		CAD	101.74	4.63	97.11	OTHER_EXPENSE	Cash	POSTED	NULL	738	2025-09-14 16:52:48.101950-06:00
726	quickbooks_csv	727	2019-05-31	PLENTY OF LIQUOR		CAD	77.76	3.66	74.10	OTHER_EXPENSE	Cash	POSTED	NULL	741	2025-09-14 16:52:48.101950-06:00
725	quickbooks_csv	726	2019-05-31	PLENTY OF LIQUOR		CAD	276.66	12.67	263.99	OTHER_EXPENSE	Cash	POSTED	NULL	740	2025-09-14 16:52:48.101950-06:00
493	quickbooks_csv	494	2019-06-08	PLENTY OF LIQUOR		CAD	206.00	9.81	196.19	OTHER_EXPENSE	Cash	POSTED	NULL	508	2025-09-14 16:52:48.101950-06:00
461	quickbooks_csv	462	2019-06-12	PLENTY OF LIQUOR		CAD	251.38	11.69	239.69	OTHER_EXPENSE	Debit	POSTED	NULL	476	2025-09-14 16:52:48.101950-06:00
449	quickbooks_csv	450	2019-06-14	PLENTY OF LIQUOR		CAD	80.27	3.73	76.54	OTHER_EXPENSE	Debit	POSTED	NULL	464	2025-09-14 16:52:48.101950-06:00
460	quickbooks_csv	461	2019-06-14	PLENTY OF LIQUOR		CAD	198.43	9.13	189.30	OTHER_EXPENSE	Debit	POSTED	NULL	475	2025-09-14 16:52:48.101950-06:00
450	quickbooks_csv	451	2019-06-14	PLENTY OF LIQUOR		CAD	170.30	7.88	162.42	OTHER_EXPENSE	Debit	POSTED	NULL	465	2025-09-14 16:52:48.101950-06:00
447	quickbooks_csv	448	2019-06-14	PLENTY OF LIQUOR		CAD	87.53	3.94	83.59	OTHER_EXPENSE	Debit	POSTED	NULL	462	2025-09-14 16:52:48.101950-06:00
193	quickbooks_csv	193	2019-06-18	PLENTY OF LIQUOR		CAD	11.29	0.50	10.79	OTHER_EXPENSE	Debit	POSTED	NULL	209	2025-09-14 16:52:48.101950-06:00
728	quickbooks_csv	729	2019-06-20	PLENTY OF LIQUOR		CAD	68.78	3.09	65.69	OTHER_EXPENSE	Debit	POSTED	NULL	743	2025-09-14 16:52:48.101950-06:00
448	quickbooks_csv	449	2019-06-20	PLENTY OF LIQUOR		CAD	76.95	3.57	73.38	OTHER_EXPENSE	Debit	POSTED	NULL	463	2025-09-14 16:52:48.101950-06:00
446	quickbooks_csv	447	2019-06-20	PLENTY OF LIQUOR		CAD	89.54	4.04	85.50	OTHER_EXPENSE	Debit	POSTED	NULL	461	2025-09-14 16:52:48.101950-06:00
445	quickbooks_csv	446	2019-06-20	PLENTY OF LIQUOR		CAD	45.63	2.16	43.47	OTHER_EXPENSE	Debit	POSTED	NULL	460	2025-09-14 16:52:48.101950-06:00
433	quickbooks_csv	434	2019-06-20	PLENTY OF LIQUOR		CAD	45.66	2.10	43.56	OTHER_EXPENSE	Debit	POSTED	NULL	448	2025-09-14 16:52:48.101950-06:00
730	quickbooks_csv	731	2019-06-22	PLENTY OF LIQUOR		CAD	61.71	2.90	58.81	OTHER_EXPENSE	Debit	POSTED	NULL	745	2025-09-14 16:52:48.101950-06:00
732	quickbooks_csv	733	2019-06-25	PLENTY OF LIQUOR		CAD	15.00	0.68	14.32	OTHER_EXPENSE	Cash	POSTED	NULL	747	2025-09-14 16:52:48.101950-06:00
444	quickbooks_csv	445	2019-06-27	PLENTY OF LIQUOR		CAD	56.00	2.67	53.33	OTHER_EXPENSE	Debit	POSTED	NULL	459	2025-09-14 16:52:48.101950-06:00
441	quickbooks_csv	442	2019-06-27	PLENTY OF LIQUOR		CAD	212.84	10.14	202.70	OTHER_EXPENSE	Debit	POSTED	NULL	456	2025-09-14 16:52:48.101950-06:00
442	quickbooks_csv	443	2019-06-27	PLENTY OF LIQUOR		CAD	69.44	3.14	66.30	OTHER_EXPENSE	Debit	POSTED	NULL	457	2025-09-14 16:52:48.101950-06:00
443	quickbooks_csv	444	2019-06-27	PLENTY OF LIQUOR		CAD	181.15	8.63	172.52	OTHER_EXPENSE	Debit	POSTED	NULL	458	2025-09-14 16:52:48.101950-06:00
440	quickbooks_csv	441	2019-06-27	PLENTY OF LIQUOR		CAD	52.53	2.50	50.03	OTHER_EXPENSE	Debit	POSTED	NULL	455	2025-09-14 16:52:48.101950-06:00
438	quickbooks_csv	439	2019-06-28	PLENTY OF LIQUOR		CAD	84.80	4.04	80.76	OTHER_EXPENSE	Debit	POSTED	NULL	453	2025-09-14 16:52:48.101950-06:00
439	quickbooks_csv	440	2019-06-28	PLENTY OF LIQUOR		CAD	42.00	2.00	40.00	OTHER_EXPENSE	Debit	POSTED	NULL	454	2025-09-14 16:52:48.101950-06:00
492	quickbooks_csv	493	2019-06-29	PLENTY OF LIQUOR		CAD	44.98	2.10	42.88	OTHER_EXPENSE	Debit	POSTED	NULL	507	2025-09-14 16:52:48.101950-06:00
456	quickbooks_csv	457	2019-07-05	PLENTY OF LIQUOR		CAD	200.64	9.20	191.44	OTHER_EXPENSE	Debit	POSTED	NULL	471	2025-09-14 16:52:48.101950-06:00
426	quickbooks_csv	427	2019-07-05	PLENTY OF LIQUOR		CAD	115.96	5.35	110.61	OTHER_EXPENSE	Debit	POSTED	NULL	441	2025-09-14 16:52:48.101950-06:00
454	quickbooks_csv	455	2019-07-05	PLENTY OF LIQUOR		CAD	28.53	1.35	27.18	OTHER_EXPENSE	Debit	POSTED	NULL	469	2025-09-14 16:52:48.101950-06:00
457	quickbooks_csv	458	2019-07-05	PLENTY OF LIQUOR		CAD	99.12	4.43	94.69	OTHER_EXPENSE	Debit	POSTED	NULL	472	2025-09-14 16:52:48.101950-06:00
458	quickbooks_csv	459	2019-07-05	PLENTY OF LIQUOR		CAD	93.11	4.25	88.86	OTHER_EXPENSE	Debit	POSTED	NULL	473	2025-09-14 16:52:48.101950-06:00
459	quickbooks_csv	460	2019-07-05	PLENTY OF LIQUOR		CAD	11.61	0.55	11.06	OTHER_EXPENSE	Debit	POSTED	NULL	474	2025-09-14 16:52:48.101950-06:00
491	quickbooks_csv	492	2019-07-05	PLENTY OF LIQUOR		CAD	127.52	5.84	121.68	OTHER_EXPENSE	Debit	POSTED	NULL	506	2025-09-14 16:52:48.101950-06:00
747	quickbooks_csv	748	2019-07-12	PLENTY OF LIQUOR		CAD	117.83	5.37	112.46	OTHER_EXPENSE	Debit	POSTED	NULL	762	2025-09-14 16:52:48.101950-06:00
748	quickbooks_csv	749	2019-07-12	PLENTY OF LIQUOR		CAD	69.78	3.30	66.48	OTHER_EXPENSE	Debit	POSTED	NULL	763	2025-09-14 16:52:48.101950-06:00
749	quickbooks_csv	750	2019-07-12	PLENTY OF LIQUOR		CAD	376.64	17.84	358.80	OTHER_EXPENSE	Debit	POSTED	NULL	764	2025-09-14 16:52:48.101950-06:00
750	quickbooks_csv	751	2019-07-12	PLENTY OF LIQUOR		CAD	147.66	6.67	140.99	OTHER_EXPENSE	Debit	POSTED	NULL	765	2025-09-14 16:52:48.101950-06:00
453	quickbooks_csv	454	2019-07-12	PLENTY OF LIQUOR		CAD	147.31	7.01	140.30	OTHER_EXPENSE	Cash	POSTED	NULL	468	2025-09-14 16:52:48.101950-06:00
746	quickbooks_csv	747	2019-07-12	PLENTY OF LIQUOR		CAD	69.98	3.24	66.74	OTHER_EXPENSE	Debit	POSTED	NULL	761	2025-09-14 16:52:48.101950-06:00
490	quickbooks_csv	491	2019-07-12	PLENTY OF LIQUOR		CAD	32.40	1.62	30.78	OTHER_EXPENSE	Debit	POSTED	NULL	505	2025-09-14 16:52:48.101950-06:00
467	quickbooks_csv	468	2019-07-13	PLENTY OF LIQUOR		CAD	57.79	2.75	55.04	OTHER_EXPENSE	Cash	POSTED	NULL	482	2025-09-14 16:52:48.101950-06:00
745	quickbooks_csv	746	2019-07-19	PLENTY OF LIQUOR		CAD	335.66	15.44	320.22	OTHER_EXPENSE	Debit	POSTED	NULL	760	2025-09-14 16:52:48.101950-06:00
451	quickbooks_csv	452	2019-07-19	PLENTY OF LIQUOR		CAD	50.52	2.41	48.11	OTHER_EXPENSE	Debit	POSTED	NULL	466	2025-09-14 16:52:48.101950-06:00
462	quickbooks_csv	463	2019-07-19	PLENTY OF LIQUOR		CAD	58.05	2.62	55.43	OTHER_EXPENSE	Debit	POSTED	NULL	477	2025-09-14 16:52:48.101950-06:00
615	quickbooks_csv	616	2019-07-26	PLENTY OF LIQUOR		CAD	57.79	2.71	55.08	OTHER_EXPENSE	Debit	POSTED	NULL	630	2025-09-14 16:52:48.101950-06:00
751	quickbooks_csv	752	2019-07-26	PLENTY OF LIQUOR		CAD	50.52	2.41	48.11	OTHER_EXPENSE	Debit	POSTED	NULL	766	2025-09-14 16:52:48.101950-06:00
744	quickbooks_csv	745	2019-07-26	PLENTY OF LIQUOR		CAD	56.95	2.69	54.26	OTHER_EXPENSE	Debit	POSTED	NULL	759	2025-09-14 16:52:48.101950-06:00
616	quickbooks_csv	617	2019-07-26	PLENTY OF LIQUOR		CAD	147.31	6.87	140.44	OTHER_EXPENSE	Debit	POSTED	NULL	631	2025-09-14 16:52:48.101950-06:00
425	quickbooks_csv	426	2019-07-26	PLENTY OF LIQUOR		CAD	54.60	2.57	52.03	OTHER_EXPENSE	Debit	POSTED	NULL	440	2025-09-14 16:52:48.101950-06:00
428	quickbooks_csv	429	2019-08-09	PLENTY OF LIQUOR		CAD	203.76	9.70	194.06	OTHER_EXPENSE	Cash	POSTED	NULL	443	2025-09-14 16:52:48.101950-06:00
415	quickbooks_csv	416	2019-08-09	PLENTY OF LIQUOR		CAD	78.17	3.72	74.45	OTHER_EXPENSE	Cash	POSTED	NULL	430	2025-09-14 16:52:48.101950-06:00
435	quickbooks_csv	436	2019-08-16	PLENTY OF LIQUOR		CAD	82.19	3.78	78.41	OTHER_EXPENSE	Debit	POSTED	NULL	450	2025-09-14 16:52:48.101950-06:00
455	quickbooks_csv	456	2019-08-16	PLENTY OF LIQUOR		CAD	203.76	9.29	194.47	OTHER_EXPENSE	Debit	POSTED	NULL	470	2025-09-14 16:52:48.101950-06:00
437	quickbooks_csv	438	2019-08-16	PLENTY OF LIQUOR		CAD	18.71	0.89	17.82	OTHER_EXPENSE	Cash	POSTED	NULL	452	2025-09-14 16:52:48.101950-06:00
436	quickbooks_csv	437	2019-08-16	PLENTY OF LIQUOR		CAD	39.29	1.79	37.50	OTHER_EXPENSE	Debit	POSTED	NULL	451	2025-09-14 16:52:48.101950-06:00
434	quickbooks_csv	435	2019-08-16	PLENTY OF LIQUOR		CAD	101.68	4.60	97.08	OTHER_EXPENSE	Debit	POSTED	NULL	449	2025-09-14 16:52:48.101950-06:00
430	quickbooks_csv	431	2019-08-16	PLENTY OF LIQUOR		CAD	115.34	5.49	109.85	OTHER_EXPENSE	Cash	POSTED	NULL	445	2025-09-14 16:52:48.101950-06:00
429	quickbooks_csv	430	2019-08-16	PLENTY OF LIQUOR		CAD	93.72	4.27	89.45	OTHER_EXPENSE	Debit	POSTED	NULL	444	2025-09-14 16:52:48.101950-06:00
414	quickbooks_csv	415	2019-08-16	PLENTY OF LIQUOR		CAD	179.82	8.31	171.51	OTHER_EXPENSE	Debit	POSTED	NULL	429	2025-09-14 16:52:48.101950-06:00
413	quickbooks_csv	414	2019-08-16	PLENTY OF LIQUOR		CAD	185.61	8.40	177.21	OTHER_EXPENSE	Debit	POSTED	NULL	428	2025-09-14 16:52:48.101950-06:00
416	quickbooks_csv	417	2019-08-22	PLENTY OF LIQUOR		CAD	33.03	1.55	31.48	OTHER_EXPENSE	Debit	POSTED	NULL	431	2025-09-14 16:52:48.101950-06:00
418	quickbooks_csv	419	2019-08-23	PLENTY OF LIQUOR		CAD	143.07	6.47	136.60	OTHER_EXPENSE	Cash	POSTED	NULL	433	2025-09-14 16:52:48.101950-06:00
417	quickbooks_csv	418	2019-08-23	PLENTY OF LIQUOR		CAD	42.72	1.95	40.77	OTHER_EXPENSE	Cash	POSTED	NULL	432	2025-09-14 16:52:48.101950-06:00
424	quickbooks_csv	425	2019-08-30	PLENTY OF LIQUOR		CAD	94.76	4.28	90.48	OTHER_EXPENSE	Cash	POSTED	NULL	439	2025-09-14 16:52:48.101950-06:00
427	quickbooks_csv	428	2019-08-30	PLENTY OF LIQUOR		CAD	290.24	13.42	276.82	OTHER_EXPENSE	Cash	POSTED	NULL	442	2025-09-14 16:52:48.101950-06:00
422	quickbooks_csv	423	2019-08-30	PLENTY OF LIQUOR		CAD	74.47	3.55	70.92	OTHER_EXPENSE	Debit	POSTED	NULL	437	2025-09-14 16:52:48.101950-06:00
420	quickbooks_csv	421	2019-08-30	PLENTY OF LIQUOR		CAD	78.17	3.60	74.57	OTHER_EXPENSE	Debit	POSTED	NULL	435	2025-09-14 16:52:48.101950-06:00
419	quickbooks_csv	420	2019-08-30	PLENTY OF LIQUOR		CAD	311.56	14.44	297.12	OTHER_EXPENSE	Cash	POSTED	NULL	434	2025-09-14 16:52:48.101950-06:00
423	quickbooks_csv	424	2019-08-30	PLENTY OF LIQUOR		CAD	71.83	3.25	68.58	OTHER_EXPENSE	Cash	POSTED	NULL	438	2025-09-14 16:52:48.101950-06:00
421	quickbooks_csv	422	2019-08-30	PLENTY OF LIQUOR		CAD	158.45	7.20	151.25	OTHER_EXPENSE	Cash	POSTED	NULL	436	2025-09-14 16:52:48.101950-06:00
431	quickbooks_csv	432	2019-08-31	PLENTY OF LIQUOR		CAD	23.19	1.10	22.09	OTHER_EXPENSE	Cash	POSTED	NULL	446	2025-09-14 16:52:48.101950-06:00
465	quickbooks_csv	466	2019-09-01	PLENTY OF LIQUOR		CAD	78.66	3.75	74.91	OTHER_EXPENSE	Cash	POSTED	NULL	480	2025-09-14 16:52:48.101950-06:00
766	quickbooks_csv	767	2019-09-04	PLENTY OF LIQUOR		CAD	177.46	8.45	169.01	OTHER_EXPENSE	Cash	POSTED	NULL	781	2025-09-14 16:52:48.101950-06:00
753	quickbooks_csv	754	2019-09-04	PLENTY OF LIQUOR		CAD	110.01	5.24	104.77	OTHER_EXPENSE	Cash	POSTED	NULL	768	2025-09-14 16:52:48.101950-06:00
755	quickbooks_csv	756	2019-09-04	PLENTY OF LIQUOR		CAD	150.59	7.17	143.42	OTHER_EXPENSE	Cash	POSTED	NULL	770	2025-09-14 16:52:48.101950-06:00
768	quickbooks_csv	769	2019-09-07	PLENTY OF LIQUOR		CAD	119.81	5.71	114.10	OTHER_EXPENSE	Cash	POSTED	NULL	783	2025-09-14 16:52:48.101950-06:00
466	quickbooks_csv	467	2019-09-07	PLENTY OF LIQUOR		CAD	116.06	5.53	110.53	OTHER_EXPENSE	Cash	POSTED	NULL	481	2025-09-14 16:52:48.101950-06:00
803	quickbooks_csv	804	2019-09-07	PLENTY OF LIQUOR		CAD	43.59	2.04	41.55	OTHER_EXPENSE	Cash	POSTED	NULL	818	2025-09-14 16:52:48.101950-06:00
802	quickbooks_csv	803	2019-09-13	PLENTY OF LIQUOR		CAD	110.01	5.05	104.96	OTHER_EXPENSE	Cash	POSTED	NULL	817	2025-09-14 16:52:48.101950-06:00
801	quickbooks_csv	802	2019-09-13	PLENTY OF LIQUOR		CAD	150.59	6.89	143.70	OTHER_EXPENSE	Cash	POSTED	NULL	816	2025-09-14 16:52:48.101950-06:00
752	quickbooks_csv	753	2019-09-13	PLENTY OF LIQUOR		CAD	603.74	28.75	574.99	OTHER_EXPENSE	Cash	POSTED	NULL	767	2025-09-14 16:52:48.101950-06:00
796	quickbooks_csv	797	2019-09-13	PLENTY OF LIQUOR		CAD	116.06	5.29	110.77	OTHER_EXPENSE	Cash	POSTED	NULL	811	2025-09-14 16:52:48.101950-06:00
799	quickbooks_csv	800	2019-09-13	PLENTY OF LIQUOR		CAD	78.66	3.55	75.11	OTHER_EXPENSE	Cash	POSTED	NULL	814	2025-09-14 16:52:48.101950-06:00
800	quickbooks_csv	801	2019-09-13	PLENTY OF LIQUOR		CAD	177.46	8.04	169.42	OTHER_EXPENSE	Cash	POSTED	NULL	815	2025-09-14 16:52:48.101950-06:00
769	quickbooks_csv	770	2019-09-13	PLENTY OF LIQUOR		CAD	84.18	4.00	80.18	OTHER_EXPENSE	Cash	POSTED	NULL	784	2025-09-14 16:52:48.101950-06:00
464	quickbooks_csv	465	2019-09-14	PLENTY OF LIQUOR		CAD	124.64	2.40	122.24	OTHER_EXPENSE	Cash	POSTED	NULL	479	2025-09-14 16:52:48.101950-06:00
776	quickbooks_csv	777	2019-10-18	PLENTY OF LIQUOR		CAD	178.52	8.26	170.26	OTHER_EXPENSE	Debit	POSTED	NULL	791	2025-09-14 16:52:48.101950-06:00
485	quickbooks_csv	486	2019-10-19	PLENTY OF LIQUOR		CAD	134.10	6.19	127.91	OTHER_EXPENSE	Cash	POSTED	NULL	500	2025-09-14 16:52:48.101950-06:00
787	quickbooks_csv	788	2019-10-24	PLENTY OF LIQUOR		CAD	75.40	3.54	71.86	OTHER_EXPENSE	Debit	POSTED	NULL	802	2025-09-14 16:52:48.101950-06:00
779	quickbooks_csv	780	2019-10-24	PLENTY OF LIQUOR		CAD	288.11	13.30	274.81	OTHER_EXPENSE	Debit	POSTED	NULL	794	2025-09-14 16:52:48.101950-06:00
486	quickbooks_csv	487	2019-10-26	PLENTY OF LIQUOR		CAD	136.15	6.22	129.93	OTHER_EXPENSE	Cash	POSTED	NULL	501	2025-09-14 16:52:48.101950-06:00
784	quickbooks_csv	785	2019-10-31	PLENTY OF LIQUOR		CAD	306.04	13.96	292.08	OTHER_EXPENSE	Debit	POSTED	NULL	799	2025-09-14 16:52:48.101950-06:00
588	quickbooks_csv	589	2019-11-06	PLENTY OF LIQUOR		CAD	186.43	8.50	177.93	OTHER_EXPENSE	Debit	POSTED	NULL	603	2025-09-14 16:52:48.101950-06:00
809	quickbooks_csv	810	2019-11-06	PLENTY OF LIQUOR		CAD	122.38	5.69	116.69	OTHER_EXPENSE	Debit	POSTED	NULL	824	2025-09-14 16:52:48.101950-06:00
