FULL RECEIPTS REPORT FOR 2019 (All Columns, Including Nulls)
========================================================================================================================
id	source_system	source_reference	receipt_date	vendor_name	description	currency	gross_amount	gst_amount	net_amount	expense_account	payment_method	validation_status	validation_reason	event_batch_id	source_hash	created_at
80	quickbooks_csv	80	2019-04-30	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	120.00	5.71	114.29	FUEL_EXPENSE	Cash	POSTED	NULL	96	ff28055527b1a6aff6736263a3c658d46d8eee4e966674f5ed00bae30314356d	2025-09-14 16:52:48.101950-06:00
170	quickbooks_csv	170	2019-05-10	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Card	POSTED	NULL	186	d3edd17c828fc0df939420c94c89de5b529a10e0f8e9d87e714231ab4e8b4236	2025-09-14 16:52:48.101950-06:00
226	quickbooks_csv	226	2019-05-11	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	17.66	2.86	14.80	FUEL_EXPENSE	Debit	POSTED	NULL	242	976bea1bdad631ed2999f14d99ff44c4a01be366a6b9acc348e501cd3a896a74	2025-09-14 16:52:48.101950-06:00
357	quickbooks_csv	358	2019-05-11	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Debit	POSTED	NULL	372	2cc556244933c4cb972bff28bfbced0cefee0af082cf14a5cca89c98af98f83d	2025-09-14 16:52:48.101950-06:00
216	quickbooks_csv	216	2019-05-18	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	25.80	1.23	24.57	FUEL_EXPENSE	Cash	POSTED	NULL	232	7a39d854dcccbc9b66f6ca08f43b23080b97193ef458109be1a3bb3c17421638	2025-09-14 16:52:48.101950-06:00
336	quickbooks_csv	337	2019-05-22	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	74.00	3.52	70.48	FUEL_EXPENSE	Cash	POSTED	NULL	351	f52de630c62131a0e74777814c16ad30c707cb5d6ecdfc2e7ce481fe6e3b596a	2025-09-14 16:52:48.101950-06:00
208	quickbooks_csv	208	2019-05-24	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	230.00	10.95	219.05	FUEL_EXPENSE	Cash	POSTED	NULL	224	c3e47f08853eb93bc86d864a27d09e2b9dbe2a17a8c74a2f2dec3c483fef9542	2025-09-14 16:52:48.101950-06:00
261	quickbooks_csv	261	2019-05-31	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	20.40	0.97	19.43	FUEL_EXPENSE	Cash	POSTED	NULL	277	f3e842b02044c428db8c0c8d872777c6a72ad41a043ef78cb1ef4c7fb2bdb57c	2025-09-14 16:52:48.101950-06:00
111	quickbooks_csv	111	2019-07-26	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	62.00	2.95	59.05	FUEL_EXPENSE	Card	POSTED	NULL	127	b5a16226f02ca26d9798e017db766b9dd85e3d87c824608fdfa1bd41d84785a4	2025-09-14 16:52:48.101950-06:00
793	quickbooks_csv	794	2019-08-11	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	74.40	3.54	70.86	FUEL_EXPENSE	Cash	POSTED	NULL	808	e132087e8c5aa063747dd1292a47048ada4907db8f98d2c1a395d6b26639a262	2025-09-14 16:52:48.101950-06:00
675	quickbooks_csv	676	2019-08-11	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Card	POSTED	NULL	690	b2cb7a9e34a1d490d25f7ce526c31def9e2440ad16353ba533de5a1ecd1d7f9a	2025-09-14 16:52:48.101950-06:00
108	quickbooks_csv	108	2019-08-27	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Card	POSTED	NULL	124	8bb9010d73e472e3cd5ce63a119a5c8bfd1991bf72473f5fee2cf9bf4cc5daad	2025-09-14 16:52:48.101950-06:00
119	quickbooks_csv	119	2019-06-22	FASGAS PLUS-KINGSTON		CAD	77.01	3.67	73.34	FUEL_EXPENSE	Card	POSTED	NULL	135	26e42eea30e242bb5f124004022cd50cc1272d8cfe0af0e894db7a42c4a1335a	2025-09-14 16:52:48.101950-06:00
66	quickbooks_csv	66	2019-04-26	Fas Gas LACOMBE AB		CAD	70.00	3.33	66.67	FUEL_EXPENSE	Cash	POSTED	NULL	82	53d5ee8800d99e9e2312216034a630d7c0cd98303925c7a922e8aa7e6b8f5ee3	2025-09-14 16:52:48.101950-06:00
692	quickbooks_csv	693	2019-09-26	Fas Gas LACOMBE AB		CAD	80.00	3.81	76.19	FUEL_EXPENSE	Card	POSTED	NULL	707	7291d78c408a7104ecac551039f20d19dc08a3d76ffd96870da6208640076733	2025-09-14 16:52:48.101950-06:00
201	quickbooks_csv	201	2019-06-26	Fas Gas STETTLE		CAD	25.00	1.19	23.81	FUEL_EXPENSE	Cash	POSTED	NULL	217	ece4dc17682d2f308f6e2780b87283db1862bfa636041d0c861e2cb9d2a0e469	2025-09-14 16:52:48.101950-06:00
385	quickbooks_csv	386	2019-01-11	Fas Gas WEST PARK		CAD	200.00	9.52	190.48	FUEL_EXPENSE	Debit	POSTED	NULL	400	716d93bc5bb4f81ceb0b90e160565cf27b1a82758ba55de922e2fe9be83960b3	2025-09-14 16:52:48.101950-06:00
361	quickbooks_csv	362	2019-01-12	Fas Gas WEST PARK		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Debit	POSTED	NULL	376	f0fef32c1f805dc414ca1ac662d329a56caf3d5f813c44d82d721f446d6ee56e	2025-09-14 16:52:48.101950-06:00
396	quickbooks_csv	397	2019-02-28	Fas Gas WEST PARK		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Card	POSTED	NULL	411	52851274e5d50b2fd82f18b3b352271857efe1b677b8978a540781c26240122d	2025-09-14 16:52:48.101950-06:00
19	quickbooks_csv	19	2019-03-05	Fas Gas WEST PARK		CAD	25.00	1.19	23.81	FUEL_EXPENSE	Cash	POSTED	NULL	35	e5ae702abcf5884cd84fc616ee5c5bb8cb18ae4b3581fef5fd5c06d7d2e774ba	2025-09-14 16:52:48.101950-06:00
100	quickbooks_csv	100	2019-03-11	Fas Gas WEST PARK		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Cash	POSTED	NULL	116	3baf712611191244feffa17a58aff36a316605b0ae311e10e747074ee4535da1	2025-09-14 16:52:48.101950-06:00
352	quickbooks_csv	353	2019-05-02	Fas Gas WEST PARK		CAD	10.00	0.48	9.52	FUEL_EXPENSE	Card	POSTED	NULL	367	29651480fc69c621365f044179eec7d876bcda948a20fc59fdd9e9c37e8d7edf	2025-09-14 16:52:48.101950-06:00
224	quickbooks_csv	224	2019-05-02	Fas Gas WEST PARK		CAD	2.93	0.14	2.79	FUEL_EXPENSE	Card	POSTED	NULL	240	fd1cb247af021dcdc49efb78e4d41d9009eb1f988497c02f0401b38b3934389f	2025-09-14 16:52:48.101950-06:00
8	quickbooks_csv	8	2019-05-14	Fas Gas WEST PARK		CAD	41.00	1.95	39.05	FUEL_EXPENSE	Card	POSTED	NULL	24	ceea8dd14d4899dd86459ec21f5b2429d14cf0801a0dd6b6e821db4858c0526e	2025-09-14 16:52:48.101950-06:00
195	quickbooks_csv	195	2019-06-22	Fas Gas WEST PARK		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Debit	POSTED	NULL	211	a4e3778c6645f54b0ac161cec3c0628b396008915716ad1bf205f51543d65c49	2025-09-14 16:52:48.101950-06:00
10	quickbooks_csv	10	2019-06-22	Fas Gas WEST PARK		CAD	20.00	0.95	19.05	FUEL_EXPENSE	NULL	POSTED	NULL	26	65e543eb4f17cc0113055b478cb561b761236aa6a88d953a07c1496a06175f1b	2025-09-14 16:52:48.101950-06:00
668	quickbooks_csv	669	2019-07-16	Fas Gas WEST PARK		CAD	12.00	0.57	11.43	FUEL_EXPENSE	Card	POSTED	NULL	683	afbdfb949a5c225954ae23fd2c2aa0027d18093850eb5f60168a1faecf572ca7	2025-09-14 16:52:48.101950-06:00
129	quickbooks_csv	129	2019-08-08	Fas Gas WEST PARK		CAD	30.00	1.43	28.57	FUEL_EXPENSE	Card	POSTED	NULL	145	a5d2bab58de14a85031dacf066e782ee3f0849bf1ccbf77355b8547c96f85888	2025-09-14 16:52:48.101950-06:00
410	quickbooks_csv	411	2019-08-10	Fas Gas WEST PARK		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Cash	POSTED	NULL	425	3cb6e11b7461088601e5e410bba7ba5da25e0eeedae70fc67aedcbf238eb8ece	2025-09-14 16:52:48.101950-06:00
114	quickbooks_csv	114	2019-08-11	Fas Gas WEST PARK		CAD	60.00	2.86	57.14	FUEL_EXPENSE	Cash	POSTED	NULL	130	b430ba57c38a9da0e9acb0d432e371d1abd05b5752a25636b92ab60fab995c2d	2025-09-14 16:52:48.101950-06:00
138	quickbooks_csv	138	2019-08-15	Fas Gas WEST PARK		CAD	24.00	1.14	22.86	FUEL_EXPENSE	Debit	POSTED	NULL	154	b1b8b64ac5f4033ed33c3b9f0866f5541d1a5af9c4c992d6990438214d670dbc	2025-09-14 16:52:48.101950-06:00
117	quickbooks_csv	117	2019-08-18	Fas Gas WEST PARK		CAD	4.01	0.17	3.84	FUEL_EXPENSE	Debit	POSTED	NULL	133	940fbd2a652fa42ad19af059e101242c6cd794d7b50a768c4351820048b76821	2025-09-14 16:52:48.101950-06:00
680	quickbooks_csv	681	2019-08-31	Fas Gas WEST PARK		CAD	83.00	3.95	79.05	FUEL_EXPENSE	Cash	POSTED	NULL	695	8159a0bb4edcc09c1363441c57a34884cdffa16b187cf92a253272ea381dbd79	2025-09-14 16:52:48.101950-06:00
653	quickbooks_csv	654	2019-10-01	Fas Gas WEST PARK		CAD	59.51	2.83	56.68	FUEL_EXPENSE	Card	POSTED	NULL	668	9fedd89bfb95d528d2216f2dc06ca8b574d88501aadb615a62fdfae167246706	2025-09-14 16:52:48.101950-06:00
553	quickbooks_csv	554	2019-12-07	Fas Gas WEST PARK		CAD	39.00	1.86	37.14	FUEL_EXPENSE	Card	POSTED	NULL	568	1d999e415bbfeb14fa97b93af5e61f8e8356482cf0dbc31b4653c53989d5e4a4	2025-09-14 16:52:48.101950-06:00
561	quickbooks_csv	562	2019-12-20	Fas Gas WEST PARK		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	576	a4ce719a00c83dc377bfefa871c80f01f056af0346f7f15961f2b8f186796bc4	2025-09-14 16:52:48.101950-06:00
541	quickbooks_csv	542	2019-12-14	Fas Gas RED DEER		CAD	5.76	0.27	5.49	FUEL_EXPENSE	Debit	POSTED	NULL	556	3ddb8b728d2297f4d2c791208101de04ee2746baa841b5a71bed2dbc9a1447e1	2025-09-14 16:52:48.101950-06:00
165	quickbooks_csv	165	2019-05-31	Fas Gas ROSS STREET		CAD	15.00	0.71	14.29	FUEL_EXPENSE	Cash	POSTED	NULL	181	aecf41299f851d80790d100f0f781026941900c8056ecd498bb242fe1a678d1d	2025-09-14 16:52:48.101950-06:00
38	quickbooks_csv	38	2019-06-28	Fas Gas ROSS STREET		CAD	186.00	8.86	177.14	FUEL_EXPENSE	Card	POSTED	NULL	54	6d2b34059506e5f7387f7f83e4ebae6af209d63299e495773b06b8392863363e	2025-09-14 16:52:48.101950-06:00
552	quickbooks_csv	553	2019-12-20	Fas Gas ROSS STREET		CAD	43.00	2.05	40.95	FUEL_EXPENSE	Debit	POSTED	NULL	567	4086d269ad5a3b7e65d6e14c8b3f5b64163d22da32d9346a244285de65155942	2025-09-14 16:52:48.101950-06:00
545	quickbooks_csv	546	2019-12-07	Fas Gas WESTPARK		CAD	121.00	5.76	115.24	FUEL_EXPENSE	Card	POSTED	NULL	560	9447db16c61e9e6a7c9a139f53945e8985102f7dd2f46e6db8ffc9345413de0d	2025-09-14 16:52:48.101950-06:00
34	quickbooks_csv	34	2019-05-01	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	140.00	6.67	133.33	FUEL_EXPENSE	Cash	POSTED	NULL	50	17d0dd4fee64fe11e28e0d7bb504bc44138e655967d5fbc4ea322d90405fe89a	2025-09-14 16:52:48.101950-06:00
169	quickbooks_csv	169	2019-05-07	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	120.00	5.71	114.29	FUEL_EXPENSE	Cash	POSTED	NULL	185	d279c288ea16e3f6f37b4a98cfed9ee8c512cc991238d30fdd3bcf27b8fc9d9c	2025-09-14 16:52:48.101950-06:00
168	quickbooks_csv	168	2019-05-08	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	80.00	3.81	76.19	FUEL_EXPENSE	Cash	POSTED	NULL	184	9e7db58345c61c47dc3ca49cdae2a5cdd47662ab8ca0b5bc9f72e6f1299b97fe	2025-09-14 16:52:48.101950-06:00
31	quickbooks_csv	31	2019-05-14	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Cash	POSTED	NULL	47	fcbd5c44244007712d798d097cc11151f2633ad66a3e44dca5b5eda4add62b78	2025-09-14 16:52:48.101950-06:00
176	quickbooks_csv	176	2019-05-23	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Debit	POSTED	NULL	192	75ab2e0418d9930a23b5a3a2ebcbd83f359e91e6df68661733ca372a3110a80c	2025-09-14 16:52:48.101950-06:00
177	quickbooks_csv	177	2019-05-24	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	80.00	3.81	76.19	FUEL_EXPENSE	Cash	POSTED	NULL	193	dc15ceaa2db0dfa116a08de5b8bb55dd6ff5ef352879e68a5d19555a6c32944c	2025-09-14 16:52:48.101950-06:00
162	quickbooks_csv	162	2019-05-31	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	20.40	0.69	19.71	FUEL_EXPENSE	Cash	POSTED	NULL	178	e7a3c2f1b8ae7b9b36a471811481b9a154bd6a1f9a0d4376edafebc6ff2ab657	2025-09-14 16:52:48.101950-06:00
159	quickbooks_csv	159	2019-05-31	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	150.00	7.14	142.86	FUEL_EXPENSE	Cash	POSTED	NULL	175	43855cbe3faec6fecd5d9e3d0b4f0e0d8d91450525943979609fd970c9842d31	2025-09-14 16:52:48.101950-06:00
163	quickbooks_csv	163	2019-05-31	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	100.00	4.76	95.24	FUEL_EXPENSE	Cash	POSTED	NULL	179	1061739ef8fbb8fac3484951516e23f643965fc6629cc9e75a6e06d93309049e	2025-09-14 16:52:48.101950-06:00
696	quickbooks_csv	697	2019-06-01	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	711	5d2040913b9a7218d9d60b8eb3bd2ecfc4ea3cbac7027c7af23330abe244d856	2025-09-14 16:52:48.101950-06:00
157	quickbooks_csv	157	2019-06-01	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	30.00	1.43	28.57	FUEL_EXPENSE	Cash	POSTED	NULL	173	a14ee1d05334d6fb7c6dfb3911623f0bb899531b2cde0b1f95b151912a0c0a54	2025-09-14 16:52:48.101950-06:00
158	quickbooks_csv	158	2019-06-01	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	50.00	2.38	47.62	FUEL_EXPENSE	Cash	POSTED	NULL	174	98bd9c548bb2b86dde2aed4c8ff71619b96775bc0790ee4e5b94f8b00991930e	2025-09-14 16:52:48.101950-06:00
196	quickbooks_csv	196	2019-06-10	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	80.00	3.81	76.19	FUEL_EXPENSE	Card	POSTED	NULL	212	e40131bdfada26abb59352c6cbbe2db9d57e80afb681da3d02e372d280e36baa	2025-09-14 16:52:48.101950-06:00
116	quickbooks_csv	116	2019-08-03	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	29.34	0.48	28.86	FUEL_EXPENSE	Debit	POSTED	NULL	132	eb42f60258fd8cb32cd6c134d7e374738b02bb266b1ea2b381c5ae91baa042d1	2025-09-14 16:52:48.101950-06:00
627	quickbooks_csv	628	2019-09-15	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	20.00	0.95	19.05	FUEL_EXPENSE	Cash	POSTED	NULL	642	791d76d8aa4bab43cdcd9e58310731cc5bba6b79743d9cc0218fd5917e47cfa4	2025-09-14 16:52:48.101950-06:00
663	quickbooks_csv	664	2019-09-22	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	59.25	0.64	58.61	FUEL_EXPENSE	Debit	POSTED	NULL	678	dff3d43ce5b442f5abf6fdd7517753731d168abf8e877cf56d711d11b0b786ff	2025-09-14 16:52:48.101950-06:00
718	quickbooks_csv	719	2019-10-14	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	34.25	0.95	33.30	FUEL_EXPENSE	Cash	POSTED	NULL	733	ecad9f721653d7a20ca6180d71937831fb7f0dcee0505f6694e2ab395d365612	2025-09-14 16:52:48.101950-06:00
785	quickbooks_csv	786	2019-10-30	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	40.00	1.90	38.10	FUEL_EXPENSE	Cash	POSTED	NULL	800	0d626ab918a4f83334156beb287eeed864bd2380efb6d7c8ffda9ca0f73136d1	2025-09-14 16:52:48.101950-06:00
558	quickbooks_csv	559	2019-11-24	Fas Gas WESTPARK 4305 55TH STREET RED DEER AB		CAD	30.00	1.43	28.57	FUEL_EXPENSE	Cash	POSTED	NULL	573	d5f03db0ee7a2ab27f602389c30401cc419083169ab48124fac5e3f32bff7b2f	2025-09-14 16:52:48.101950-06:00
182	quickbooks_csv	182	2019-06-29	FLYIN		CAD	47.75	2.27	45.48	OTHER_EXPENSE	Cash	POSTED	NULL	198	bd0cfdddb1d960ffd31e6243f17bfcc5b7b2666ece2a1c9a72782acf605573ed	2025-09-14 16:52:48.101950-06:00
209	quickbooks_csv	209	2019-05-26	FLYING J		CAD	11.84	0.56	11.28	OTHER_EXPENSE	Debit	POSTED	NULL	225	e7391c8e1d68398a0a9bb9fddf385c48792daa5dd868eba316ccab14a9c1b680	2025-09-14 16:52:48.101950-06:00
28	quickbooks_csv	28	2019-05-26	FLYING J		CAD	6.00	0.29	5.71	OTHER_EXPENSE	Card	POSTED	NULL	44	6a53bac21c4b6cd0c00b01080a3836ffd9b03b34e9186492465e528957e48cd2	2025-09-14 16:52:48.101950-06:00
283	quickbooks_csv	283	2019-05-26	FLYING J		CAD	6.56	0.31	6.25	OTHER_EXPENSE	Cash	POSTED	NULL	298	1600e515ca223a48ba174550b8e8a7730f23e278128be291d031013dcc62fc81	2025-09-14 16:52:48.101950-06:00
50	quickbooks_csv	50	2019-06-19	FLYING J		CAD	40.00	1.90	38.10	OTHER_EXPENSE	Card	POSTED	NULL	66	06d4347de045698826164a93803f50410129d1728b2ceb06d2513b2bfbcdf4e5	2025-09-14 16:52:48.101950-06:00
49	quickbooks_csv	49	2019-06-19	FLYING J		CAD	90.00	4.29	85.71	OTHER_EXPENSE	Card	POSTED	NULL	65	fdc419364377cf9f05ba85fbb0fb6b0c30a02159b045d6fa2e4c0247b31f58da	2025-09-14 16:52:48.101950-06:00
684	quickbooks_csv	685	2019-08-24	FLYING J		CAD	26.00	1.24	24.76	OTHER_EXPENSE	Cash	POSTED	NULL	699	c637c3648e2cd82dc9922a685ce8fa6910a683b5a092c18f7ee7b69f05d01c6c	2025-09-14 16:52:48.101950-06:00
686	quickbooks_csv	687	2019-08-25	FLYING J		CAD	100.00	4.76	95.24	OTHER_EXPENSE	Cash	POSTED	NULL	701	3613a0e3e550326648af45b7db1238019bbb00232cf1faeb580d5c910117a5ea	2025-09-14 16:52:48.101950-06:00
678	quickbooks_csv	679	2019-08-31	FLYING J		CAD	6.56	0.25	6.31	OTHER_EXPENSE	Cash	POSTED	NULL	693	5371c7833d2f82ac89d5578318acc586a2ba2116ef65a5048842d1e4b8af3264	2025-09-14 16:52:48.101950-06:00
5	quickbooks_csv	5	2019-11-23	FLYING J		CAD	40.00	1.90	38.10	OTHER_EXPENSE	Cash	POSTED	NULL	21	6d255b8bbf0dcc6b72da923cd6189184893a74d7c003e11e4efccf9fd603c20b	2025-09-14 16:52:48.101950-06:00
247	quickbooks_csv	247	2019-02-23	GASOLINE ALLEY ESSO		CAD	65.00	3.10	61.90	FUEL_EXPENSE	Card	POSTED	NULL	263	b51ccdf94da558d2210e7c91c788099dda1eeb0695e62f7268d7ad1500780a0e	2025-09-14 16:52:48.101950-06:00
303	quickbooks_csv	303	2019-02-23	GASOLINE ALLEY ESSO		CAD	65.00	3.10	61.90	FUEL_EXPENSE	Cash	POSTED	NULL	318	6d96f1a79a83d8af13d029f81de74c34e0308d266fc06afa37dcd5ca032d2d1b	2025-09-14 16:52:48.101950-06:00
355	quickbooks_csv	356	2019-03-11	GASOLINE ALLEY ESSO		CAD	66.75	3.18	63.57	FUEL_EXPENSE	Cash	POSTED	NULL	370	e0e0b9e0bfbcf672d2746a3c80f18d4d8e96646b12f4526f4eddad6b33172649	2025-09-14 16:52:48.101950-06:00
264	quickbooks_csv	264	2019-09-12	GASOLINE ALLEY HARLEY-DAVIDSON		CAD	133.30	6.35	126.95	FUEL_EXPENSE	Debit	POSTED	NULL	280	d4229917086e1782ecf2614a580060700c31b0ee5b55968b934aa98481e55868	2025-09-14 16:52:48.101950-06:00
667	quickbooks_csv	668	2019-12-09	GASOLINE ALLEY HARLEY-DAVIDSON		CAD	133.30	6.35	126.95	FUEL_EXPENSE	Debit	POSTED	NULL	682	f5dfd0e1372b3199ed94af81160d6d80048334499961960c9eb5ced7179a1e95	2025-09-14 16:52:48.101950-06:00
300	quickbooks_csv	300	2019-12-19	HAUCK VISION HEARING		CAD	698.40	33.26	665.14	OTHER_EXPENSE	Debit	POSTED	NULL	315	7ab2d11cad343717f00b85583c37e5f2a6ccacf538ce0a8d3a1f2367d3a7f3e6	2025-09-14 16:52:48.101950-06:00
650	quickbooks_csv	651	2019-10-01	HERITAGE GAS BAR		CAD	39.50	1.88	37.62	FUEL_EXPENSE	Card	POSTED	NULL	665	f1ecd05967174b2d1da6f9f28ddfaf9a7c1800a148eb813a770ae082648e871a	2025-09-14 16:52:48.101950-06:00
515	quickbooks_csv	516	2019-11-23	HUSKY		CAD	38.77	1.85	36.92	OTHER_EXPENSE	Card	POSTED	NULL	530	fb1135f312b14424d0b02850c82e794abe9934160ffc73d163df0f46db757269	2025-09-14 16:52:48.101950-06:00
103	quickbooks_csv	103	2019-04-25	HUSKY LEDUC		CAD	5.63	0.26	5.37	OTHER_EXPENSE	Cash	POSTED	NULL	119	9f5cd7257baac214ddc253ff0ae9a9a65416adab2b276a87edf71616acb73ec8	2025-09-14 16:52:48.101950-06:00
305	quickbooks_csv	306	2019-09-19	JOURNEYS		CAD	73.49	3.50	69.99	OTHER_EXPENSE	Debit	POSTED	NULL	320	0006f54ca568dc17097f19524afd7ada8e843e9c677c4bf5b8133c7370eafebf	2025-09-14 16:52:48.101950-06:00
657	quickbooks_csv	658	2019-10-11	KEY HOLE		CAD	8.40	0.40	8.00	OTHER_EXPENSE	Cash	POSTED	NULL	672	945d4c8267f4c0980316e443ee22f2c395522e845d1fd5611b4c588ccd04bef9	2025-09-14 16:52:48.101950-06:00
602	quickbooks_csv	603	2019-11-07	LACOMBE AB		CAD	17.53	0.83	16.70	OTHER_EXPENSE	Card	POSTED	NULL	617	24e010c65698424baaf30428f56243dc9732ab2486f11e67374649e09a39193c	2025-09-14 16:52:48.101950-06:00
791	quickbooks_csv	792	2019-10-11	LIQUOR 7 RED DEER		CAD	253.25	12.06	241.19	OTHER_EXPENSE	Card	POSTED	NULL	806	422eb01b8d5ad00071625236240636c33ce8ae918bd190d8f55ac1694892064f	2025-09-14 16:52:48.101950-06:00
642	quickbooks_csv	643	2019-10-03	LIQUOR BARN		CAD	172.89	8.23	164.66	OTHER_EXPENSE	Cash	POSTED	NULL	657	655c28b6051c34af7539df9637f3994be5f9051ab706ed0f5668dfb0bdaa5013	2025-09-14 16:52:48.101950-06:00
777	quickbooks_csv	778	2019-10-03	LIQUOR BARN		CAD	172.89	8.23	164.66	OTHER_EXPENSE	Card	POSTED	NULL	792	0ea661e6b7cc08ee6265cde2ad7285d303af637b2eef45aa35032e0a74c12dcd	2025-09-14 16:52:48.101950-06:00
473	quickbooks_csv	474	2019-10-05	LIQUOR BARN		CAD	198.00	9.43	188.57	OTHER_EXPENSE	Cash	POSTED	NULL	488	827bc50868fadf0fda4c8a02659644bd94935cbe76aa28992184540dfcf121c5	2025-09-14 16:52:48.101950-06:00
757	quickbooks_csv	758	2019-04-24	LIQUOR DEPOT		CAD	44.35	2.00	42.35	OTHER_EXPENSE	Debit	POSTED	NULL	772	a7355639ab045fcac7875e4eea8bf10d2815083d85cbf914972c7e74df8d01a7	2025-09-14 16:52:48.101950-06:00
756	quickbooks_csv	757	2019-06-01	LIQUOR DEPOT		CAD	32.65	1.50	31.15	OTHER_EXPENSE	Card	POSTED	NULL	771	44a039cbc3b79b349521b55831fe9f79c6d3554d4a92caa32486d4760fb49728	2025-09-14 16:52:48.101950-06:00
804	quickbooks_csv	805	2019-09-07	LIQUOR DEPOT		CAD	44.06	1.50	42.56	OTHER_EXPENSE	Card	POSTED	NULL	819	d48d7cebfa3154d9deed3f6653bcd4d814aad82dd08513706713dd48ef6b404b	2025-09-14 16:52:48.101950-06:00
727	quickbooks_csv	728	2019-06-01	LIQUOR DEPOT LEDUC COMMON		CAD	32.65	1.50	31.15	OTHER_EXPENSE	Cash	POSTED	NULL	742	472c399a67c80facc563e0d4ff48f777ecaa737fb323abd2da04055298846218	2025-09-14 16:52:48.101950-06:00
481	quickbooks_csv	482	2019-02-15	LIQUOR DEPOT NORTH HILL		CAD	24.67	0.20	24.47	OTHER_EXPENSE	Cash	POSTED	NULL	496	dc6ae65f4c3f07f6563a2e3c7f8746bfeb9a56cf7e316a7f78fdc2648b899360	2025-09-14 16:52:48.101950-06:00
737	quickbooks_csv	738	2019-02-22	LIQUOR DEPOT NORTH HILL		CAD	21.24	1.00	20.24	OTHER_EXPENSE	Debit	POSTED	NULL	752	d487d20c50da0e56ca382e8a2bc41674cd7385a5606684b2ab0cea6db321f715	2025-09-14 16:52:48.101950-06:00
579	quickbooks_csv	580	2019-06-22	LIQUORSTORE		CAD	18.30	0.72	17.58	OTHER_EXPENSE	Cash	POSTED	NULL	594	7e31db7ea750e2981a2925c8e201aece5bb20a7b89c5b175af35d0471a010b92	2025-09-14 16:52:48.101950-06:00
512	quickbooks_csv	513	2019-02-13	LUCKY		CAD	2.60	0.12	2.48	OTHER_EXPENSE	Cash	POSTED	NULL	527	58233599da018ebde5fea2f6fcf861abd0afcbc9297daa0c92a650fcb32c031e	2025-09-14 16:52:48.101950-06:00
78	quickbooks_csv	78	2019-04-11	MAC'S CONVENIENCE		CAD	20.00	0.95	19.05	OTHER_EXPENSE	Debit	POSTED	NULL	94	164db076b7a75038d7bb6d3bd68f3ab5f9029b6f18ba5d1fa086002640b67056	2025-09-14 16:52:48.101950-06:00
307	quickbooks_csv	308	2019-04-26	MOBIL		CAD	4.20	0.20	4.00	OTHER_EXPENSE	Cash	POSTED	NULL	322	f00e4bb841621d6da085186dcb20a9b6c7b7d3599a9c8d3139bcbbf0e460bf5a	2025-09-14 16:52:48.101950-06:00
