Payment ID,Payment Date,Account Number,Reserve Number,Payment Method,Amount,Check Number,Square Transaction ID,Notes,Client Name
38025,2012-12-27,,,cash,220.50,,,[LMS Deposit 0007678]  / Write Off,
38026,2012-12-27,,,cash,365.00,,,[LMS Deposit 0007679]  / Write Off,
38027,2012-12-27,,,cash,234.00,,,[LMS Deposit 0007680]  / Write Off,
38028,2012-12-27,,,cash,60.00,,,[LMS Deposit 0007681]  / Write Off,
38029,2012-12-27,,,cash,355.00,,,[LMS Deposit 0007682]  / Write Off,
38030,2012-12-27,,,cash,149.50,,,[LMS Deposit 0007683]  / Write Off,
38031,2012-12-27,,,cash,250.00,,,[LMS Deposit 0007684]  / Write Off,
37656,2012-12-28,,,cash,900.00,,,[LMS Deposit 0007296] 14312565 / Check,
37657,2012-12-28,,,cash,16.13,,,[LMS Deposit 0007299] CT Was Owed. / Trade,
37658,2012-12-28,,,cash,300.00,,,[LMS Deposit 0007300]  / Cash,
37659,2012-12-28,,,cash,0.01,,,[LMS Deposit 0007301]  / Cash,
37660,2012-12-28,,,cash,100.01,,,[LMS Deposit 0007302]  / Cash,
37661,2012-12-28,,,cash,192.50,,,[LMS Deposit 0007303] 465641 / Visa,
37662,2012-12-28,,,cash,82.50,,,[LMS Deposit 0007304] 041518 / Visa,
37663,2012-12-28,,,cash,353.13,,,[LMS Deposit 0007305] MR / Cash,
37664,2012-12-28,,,cash,82.50,,,[LMS Deposit 0007306] R02752 / Master Card,
37665,2012-12-28,,,cash,82.50,,,[LMS Deposit 0007307] R02752 / Master Card,
37668,2012-12-28,,,cash,0.01,,,[LMS Deposit 0007310]  / ,
37669,2012-12-28,,,cash,110.00,,,[LMS Deposit 0007312]  / Check,
37671,2012-12-28,,,cash,0.01,,,[LMS Deposit 0007314]  / ,
37672,2012-12-28,,,cash,1121.25,,,[LMS Deposit 0007315] Uncollectable / Write Off,
37673,2012-12-28,,,cash,717.74,,,[LMS Deposit 0007316] Uncollectable / Write Off,
37682,2012-12-28,,,cash,192.50,,,[LMS Deposit 0007325] 015883 / Visa,
37683,2012-12-28,,,cash,0.36,,,[LMS Deposit 0007326] Machine  Mistake / Write Off,
37684,2012-12-28,,,cash,0.01,,,[LMS Deposit 0007327]  / ,
37686,2012-12-28,,,cash,0.01,,,[LMS Deposit 0007329]  / ,
37690,2012-12-29,,,cash,150.00,,,[LMS Deposit 0007333] PM Collected / Cash,
37691,2012-12-30,,,cash,20.00,,,[LMS Deposit 0007334] MR / Cash,
37692,2012-12-30,,,cash,92.50,,,[LMS Deposit 0007335] PM Collected / Cash,
37693,2012-12-30,,,cash,0.01,,,[LMS Deposit 0007336]  / ,
37694,2012-12-30,,,cash,782.00,,,[LMS Deposit 0007337]  / Cash,
37695,2012-12-30,,,cash,0.01,,,[LMS Deposit 0007338]  / Cash,
35789,2012-12-31,,,cash,1840.00,,,[LMS Deposit 0005372] 057222 / Visa,
37696,2012-12-31,,,cash,187.00,,,[LMS Deposit 0007339] 177+176 / Check,
37697,2012-12-31,,,cash,82.50,,,[LMS Deposit 0007340] 092157 / Visa,
37698,2012-12-31,,,cash,82.50,,,[LMS Deposit 0007341] 017297 / Visa,
37699,2012-12-31,,,cash,205.00,,,[LMS Deposit 0007342] 16312z / Master Card,
37700,2012-12-31,,,cash,0.01,,,[LMS Deposit 0007343] MR / Trade,
37701,2012-12-31,,,cash,260.00,,,[LMS Deposit 0007344]  / Cash,
37702,2012-12-31,,,cash,594.98,,,[LMS Deposit 0007345] 62488b / Master Card,
37703,2012-12-31,,,cash,1144.00,,,[LMS Deposit 0007346] JS Collected / Cash,
37705,2012-12-31,,,cash,894.94,,,[LMS Deposit 0007348] PM Collected / Cash,
37706,2012-12-31,,,cash,500.00,,,[LMS Deposit 0007349]  / Cash,
37709,2012-12-31,,,cash,0.01,,,[LMS Deposit 0007352]  / Cash,
37711,2012-12-31,,,cash,604.45,,,[LMS Deposit 0007354] DRR / Cash,
37704,2013-01-01,,,cash,300.00,,,[LMS Deposit 0007347]  / Cash,
37707,2013-01-01,,,cash,104.00,,,[LMS Deposit 0007350]  / Debit Cards,
37708,2013-01-01,,,cash,490.00,,,[LMS Deposit 0007351]  / Cash,
37710,2013-01-01,,,cash,0.01,,,[LMS Deposit 0007353]  / Cash,
37712,2013-01-03,,,cash,175.00,,,[LMS Deposit 0007355] 097650 / Visa,
37713,2013-01-03,,,cash,175.00,,,[LMS Deposit 0007356] 073620 / Visa,
37714,2013-01-03,,,cash,500.00,,,[LMS Deposit 0007357] 058115 / Visa,
37715,2013-01-03,,,cash,170.78,,,[LMS Deposit 0007358] 096785 / Visa,
37717,2013-01-03,,,cash,977.08,,,[LMS Deposit 0007360] 074998 / Visa,
37716,2013-01-04,,,cash,165.00,,,[LMS Deposit 0007359] 033094 / Visa,
37718,2013-01-04,,,cash,176.00,,,[LMS Deposit 0007361] 175698 / American Express,
37719,2013-01-05,,,cash,451.25,,,[LMS Deposit 0007362]  / Cash,
37720,2013-01-05,,,cash,175.00,,,[LMS Deposit 0007363] 095040 / Master Card,
37727,2013-01-05,,,cash,360.00,,,[LMS Deposit 0007370] MR / Cash,
37728,2013-01-05,,,cash,192.01,,,[LMS Deposit 0007371] 006610 / Master Card,
37733,2013-01-05,,,cash,82.50,,,[LMS Deposit 0007376] 055913 / Master Card,
37734,2013-01-05,,,cash,97.50,,,[LMS Deposit 0007377] 005889 / Master Card,
37721,2013-01-07,,,cash,220.00,,,[LMS Deposit 0007364] R02101 / Master Card,
37722,2013-01-07,,,cash,50.00,,,[LMS Deposit 0007365] R01978 / Master Card,
37723,2013-01-07,,,cash,500.00,,,[LMS Deposit 0007366] 040130 / Visa,
37724,2013-01-07,,,cash,500.00,,,[LMS Deposit 0007367] 14224b / Master Card,
37725,2013-01-07,,,cash,620.00,,,[LMS Deposit 0007368]  / Cash,
37726,2013-01-08,,,cash,82.50,,,[LMS Deposit 0007369] 083148 / Visa,
37729,2013-01-08,,,cash,0.01,,,[LMS Deposit 0007372] MR / Trade,
37730,2013-01-08,,,cash,231.00,,,[LMS Deposit 0007373] 011411 / Visa,
37731,2013-01-08,,,cash,270.00,,,[LMS Deposit 0007374] PM Collected / Cash,
37732,2013-01-08,,,cash,270.00,,,[LMS Deposit 0007375] PM Collected / Cash,
37735,2013-01-08,,,cash,385.00,,,[LMS Deposit 0007378] 008808 / Master Card,
37736,2013-01-09,,,cash,1922.48,,,[LMS Deposit 0007379] 4745 / Check,
37763,2013-01-09,,,cash,231.00,,,[LMS Deposit 0007408] 446345 / Visa,
37737,2013-01-10,,,cash,175.00,,,[LMS Deposit 0007380] 443087 / Visa,
37738,2013-01-11,,,cash,1000.00,,,[LMS Deposit 0007381]  / Cash,
37739,2013-01-12,,,cash,80.00,,,[LMS Deposit 0007382] Mr / CaSH,
37740,2013-01-12,,,cash,611.25,,,[LMS Deposit 0007383] 024643 / Master Card,
37741,2013-01-12,,,cash,702.00,,,[LMS Deposit 0007384] 037092 / Visa,
37742,2013-01-12,,,cash,370.00,,,[LMS Deposit 0007385] MR / Cash,
37743,2013-01-13,,,cash,55.00,,,[LMS Deposit 0007386] MR / Cash,
37744,2013-01-13,,,cash,25.00,,,[LMS Deposit 0007387] 094522 / Visa,
37745,2013-01-14,,,cash,96.26,,,[LMS Deposit 0007388] 062229 / Master Card,
37746,2013-01-14,,,cash,500.00,,,[LMS Deposit 0007389] 085683 / Visa,
37747,2013-01-14,,,cash,500.00,,,[LMS Deposit 0007390] 011246 / Visa,
37748,2013-01-14,,,cash,250.00,,,[LMS Deposit 0007392] 00003Z / Master Card,
37764,2013-01-14,,,cash,202.50,,,[LMS Deposit 0007409] 066784 / Visa,
37749,2013-01-16,,,cash,231.00,,,[LMS Deposit 0007393] 092113 / Visa,
37750,2013-01-16,,,cash,189.75,,,[LMS Deposit 0007394] 475475 / Visa,
37751,2013-01-16,,,cash,300.00,,,[LMS Deposit 0007395] 829175 / Debit Cards,
37752,2013-01-16,,,cash,500.00,,,[LMS Deposit 0007396] 097855 / Master Card,
37753,2013-01-16,,,cash,262.50,,,[LMS Deposit 0007398] 001375 / Visa,
37754,2013-01-16,,,cash,262.50,,,[LMS Deposit 0007399] 091278 / Visa,
37755,2013-01-16,,,cash,429.00,,,[LMS Deposit 0007400] 08683z / Master Card,
37756,2013-01-16,,,cash,75.00,,,[LMS Deposit 0007401] 459221 / Visa,
37757,2013-01-16,,,cash,75.00,,,[LMS Deposit 0007402] 458742 / Visa,
37758,2013-01-17,,,cash,577.50,,,[LMS Deposit 0007403] 053625 / Visa,
37759,2013-01-17,,,cash,82.50,,,[LMS Deposit 0007404] 085042 / Visa,
37760,2013-01-17,,,cash,82.50,,,[LMS Deposit 0007405] 072549 / Visa,
37761,2013-01-17,,,cash,192.50,,,[LMS Deposit 0007406] 092957 / Visa,
37762,2013-01-17,,,cash,41.26,,,[LMS Deposit 0007407] 647 / Check,
37765,2013-01-17,,,cash,115.50,,,[LMS Deposit 0007410]  / Cash,
37766,2013-01-17,,,cash,115.00,,,[LMS Deposit 0007411]  / Cash,
37767,2013-01-17,,,cash,115.00,,,[LMS Deposit 0007412]  / Cash,
37780,2013-01-17,,,cash,780.00,,,[LMS Deposit 0007425] 008285 / Visa,
37768,2013-01-18,,,cash,175.00,,,[LMS Deposit 0007413] 341031 / Master Card,
37769,2013-01-18,,,cash,82.50,,,[LMS Deposit 0007414] 013158 / Visa,
37770,2013-01-18,,,cash,420.00,,,[LMS Deposit 0007415] 721161 / Debit Cards,
37771,2013-01-18,,,cash,86.50,,,[LMS Deposit 0007416] 01738Z / Master Card,
37772,2013-01-18,,,cash,71.50,,,[LMS Deposit 0007417] 01738Z / Master Card,
37777,2013-01-18,,,cash,100.00,,,[LMS Deposit 0007422] 053024 / Debit Cards,
37778,2013-01-18,,,cash,61.00,,,[LMS Deposit 0007423] 053024 / Debit Cards,
37773,2013-01-19,,,cash,250.00,,,[LMS Deposit 0007418] MR / Cash,
37776,2013-01-19,,,cash,1206.52,,,[LMS Deposit 0007421] PR Collected / Cash,
37779,2013-01-19,,,cash,269.00,,,[LMS Deposit 0007424] PR Collected / Cash,
37781,2013-01-19,,,cash,79.87,,,[LMS Deposit 0007426] MR Collected / Cash,
37782,2013-01-19,,,cash,897.00,,,[LMS Deposit 0007427] PM Mcollected / Cash,
37774,2013-01-21,,,cash,673.50,,,[LMS Deposit 0007419] 031753 / Check,
37775,2013-01-21,,,cash,2269.03,,,[LMS Deposit 0007420]  / Cash,
37783,2013-01-21,,,cash,175.00,,,[LMS Deposit 0007428] Js Processed / Visa,
37784,2013-01-21,,,cash,400.00,,,[LMS Deposit 0007429] MR / Cash,
37785,2013-01-21,,,cash,0.01,,,[LMS Deposit 0007430] MR / Trade,
37786,2013-01-21,,,cash,770.00,,,[LMS Deposit 0007431] 086908 / Visa,
37787,2013-01-21,,,cash,200.00,,,[LMS Deposit 0007432] 047500 / Visa,
37788,2013-01-21,,,cash,82.50,,,[LMS Deposit 0007433] 044895 / Visa,
37789,2013-01-21,,,cash,113.74,,,[LMS Deposit 0007434] 037190 / Visa,
37791,2013-01-21,,,cash,240.00,,,[LMS Deposit 0007436] MR / Cash,
37798,2013-01-21,,,cash,288.74,,,[LMS Deposit 0007443] 037190 / Visa,
37790,2013-01-22,,,cash,82.50,,,[LMS Deposit 0007435] 095745 / Visa,
37792,2013-01-22,,,cash,82.50,,,[LMS Deposit 0007437] 044834 / Visa,
37793,2013-01-22,,,cash,250.00,,,[LMS Deposit 0007438] 187933 / American Express,
37794,2013-01-22,,,cash,0.01,,,[LMS Deposit 0007439] MR / Trade,
37795,2013-01-22,,,cash,80.00,,,[LMS Deposit 0007440] KK Collected / Cash,
37799,2013-01-22,,,cash,165.00,,,[LMS Deposit 0007444] 026849 / Visa,
37800,2013-01-22,,,cash,82.50,,,[LMS Deposit 0007445] 026849 / Visa,
37808,2013-01-22,,,cash,890.52,,,[LMS Deposit 0007455] 05284Z / Master Card,
37796,2013-01-23,,,cash,1029.34,,,[LMS Deposit 0007441] 004815 / Check,
37797,2013-01-23,,,cash,145.19,,,[LMS Deposit 0007442]  / Cash,
37801,2013-01-23,,,cash,367.50,,,[LMS Deposit 0007446] 040095 / Visa,
37802,2013-01-23,,,cash,439.75,,,[LMS Deposit 0007447] 098367 / Visa,
37803,2013-01-23,,,cash,256.00,,,[LMS Deposit 0007450] 045680 / Master Card,
37804,2013-01-23,,,cash,500.00,,,[LMS Deposit 0007451] 499502 / Visa,
37805,2013-01-24,,,cash,850.00,,,[LMS Deposit 0007452] Gift Certificate / Promo,
37806,2013-01-24,,,cash,170.00,,,[LMS Deposit 0007453] 019826 / Master Card,
37807,2013-01-24,,,cash,151.73,,,[LMS Deposit 0007454] JS Collected / Cash,
37809,2013-01-24,,,cash,225.00,,,[LMS Deposit 0007456] 023277 / Master Card,
37810,2013-01-24,,,cash,1800.00,,,[LMS Deposit 0007457] PM Collected / Cash,
37811,2013-01-24,,,cash,503.27,,,[LMS Deposit 0007458] 035214 / Visa,
37812,2013-01-24,,,cash,49.23,,,[LMS Deposit 0007459] 065286 / Visa,
37813,2013-01-24,,,cash,320.00,,,[LMS Deposit 0007460] PM Collected / Cash,
37814,2013-01-24,,,cash,120.00,,,[LMS Deposit 0007461] 188238 / Debit Cards,
37815,2013-01-24,,,cash,60.00,,,[LMS Deposit 0007462] 213171 / Debit Cards,
37816,2013-01-24,,,cash,24.00,,,[LMS Deposit 0007463] PM Collected / Cash,
37817,2013-01-25,,,cash,500.00,,,[LMS Deposit 0007466] 081408 / Visa,
37818,2013-01-25,,,cash,20.63,,,[LMS Deposit 0007467] Advert Exch / Promo,
37819,2013-01-25,,,cash,20.63,,,[LMS Deposit 0007468] Advert Exch / Promo,
37820,2013-01-25,,,cash,231.00,,,[LMS Deposit 0007469] Advert Exch / Promo,
37821,2013-01-25,,,cash,127.00,,,[LMS Deposit 0007470] 009376 / Visa,
37822,2013-01-25,,,cash,281.00,,,[LMS Deposit 0007471] 192341 / Debit Cards,
37823,2013-01-25,,,cash,251.00,,,[LMS Deposit 0007472] 192341 / Debit Cards,
37824,2013-01-25,,,cash,500.00,,,[LMS Deposit 0007473] 002784 / Debit Cards,
37825,2013-01-25,,,cash,175.00,,,[LMS Deposit 0007474] 086912 / Visa,
37826,2013-01-25,,,cash,192.50,,,[LMS Deposit 0007475] 08836b / Master Card,
37827,2013-01-26,,,cash,87.85,,,[LMS Deposit 0007476]  / Cash,
37828,2013-01-26,,,cash,105.00,,,[LMS Deposit 0007477] 086421 / Visa,
37829,2013-01-26,,,cash,369.65,,,[LMS Deposit 0007478] 099425 / Visa,
37832,2013-01-26,,,cash,473.13,,,[LMS Deposit 0007481]  / Cash,
37830,2013-01-27,,,cash,820.00,,,[LMS Deposit 0007479] MR / cash,
37831,2013-01-27,,,cash,1534.71,,,[LMS Deposit 0007480] 045121 / Visa,
37833,2013-01-28,,,cash,192.50,,,[LMS Deposit 0007483] 019056 / Visa,
37834,2013-01-29,,,cash,82.50,,,[LMS Deposit 0007484] 036139 / Visa,
37835,2013-01-29,,,cash,500.00,,,[LMS Deposit 0007485]  / Cash,
37836,2013-01-29,,,cash,75.00,,,[LMS Deposit 0007486] 055242 / Visa,
37837,2013-01-30,,,cash,437.50,,,[LMS Deposit 0007487] 07517b / Master Card,
37838,2013-01-31,,,cash,262.50,,,[LMS Deposit 0007489] 025481 / Master Card,
37839,2013-01-31,,,cash,55.00,,,[LMS Deposit 0007490] MR / Trade,
37840,2013-01-31,,,cash,55.00,,,[LMS Deposit 0007491] MR / Trade,
37841,2013-02-01,,,cash,82.50,,,[LMS Deposit 0007492] 032284 / Visa,
37842,2013-02-01,,,cash,0.01,,,[LMS Deposit 0007493] MR / Trade,
37843,2013-02-01,,,cash,614.25,,,[LMS Deposit 0007494] 031667 / Master Card,
37844,2013-02-01,,,cash,205.00,,,[LMS Deposit 0007495] 143650 / Debit Cards,
37845,2013-02-01,,,cash,625.32,,,[LMS Deposit 0007496] PM Collected / Cash,
37865,2013-02-01,,,cash,200.00,,,[LMS Deposit 0007516] Kb Collected / Cash,
37869,2013-02-01,,,cash,188.50,,,[LMS Deposit 0007520] 093699 / Visa,
37957,2013-02-01,,,cash,140.63,,,[LMS Deposit 0007610] 050031 / Visa,
38311,2013-02-01,,,cash,656.25,,,[LMS Deposit 0007968] 073146 / Visa,
37847,2013-02-03,,,cash,400.00,,,[LMS Deposit 0007498] 073044 / Master Card,
37863,2013-02-03,,,cash,505.00,,,[LMS Deposit 0007514] Kb Collected / Check,
37864,2013-02-03,,,cash,495.00,,,[LMS Deposit 0007515] Kb Collected / Check,
37882,2013-02-03,,,cash,400.00,,,[LMS Deposit 0007534] 890002 / Debit Cards,
37883,2013-02-03,,,cash,500.00,,,[LMS Deposit 0007536] 366 29 899 5693778 / Check,
37886,2013-02-03,,,cash,500.00,,,[LMS Deposit 0007539] 780280 / Debit Cards,
37887,2013-02-03,,,cash,172.50,,,[LMS Deposit 0007540] 050383 / Visa,
37846,2013-02-04,,,cash,500.00,,,[LMS Deposit 0007497] 075833 / Visa,
37849,2013-02-04,,,cash,614.25,,,[LMS Deposit 0007500] PR Collected / Check,
37850,2013-02-04,,,cash,409.50,,,[LMS Deposit 0007501] PR Collected / Check,
37851,2013-02-04,,,cash,204.24,,,[LMS Deposit 0007502] PR Collected / Check,
37852,2013-02-04,,,cash,500.00,,,[LMS Deposit 0007503] 284594 / American Express,
37867,2013-02-04,,,cash,655.00,,,[LMS Deposit 0007518] 064306 / Visa,
37868,2013-02-04,,,cash,117.50,,,[LMS Deposit 0007519] DR Collected / Cash,
37875,2013-02-06,,,cash,360.00,,,[LMS Deposit 0007527] MR / Cash,
37876,2013-02-06,,,cash,427.50,,,[LMS Deposit 0007528] MR / Cash,
37853,2013-02-07,,,cash,195.00,,,[LMS Deposit 0007504] 007504 / Master Card,
37854,2013-02-07,,,cash,540.35,,,[LMS Deposit 0007505] 090235 / Visa,
37860,2013-02-07,,,cash,55.00,,,[LMS Deposit 0007511] Kb Collected / Cash,
37861,2013-02-07,,,cash,65.00,,,[LMS Deposit 0007512] Cert Kb Collected / Promo,
37862,2013-02-07,,,cash,65.00,,,[LMS Deposit 0007513] Cert Kb Collected / Promo,
37866,2013-02-07,,,cash,1620.00,,,[LMS Deposit 0007517] Kb Collected / Visa,
37942,2013-02-07,,,cash,135.50,,,[LMS Deposit 0007595] 073445 / Visa,
37855,2013-02-08,,,cash,2250.00,,,[LMS Deposit 0007506] 0164089 / American Express,
37856,2013-02-08,,,cash,350.00,,,[LMS Deposit 0007507] 008221 / Master Card,
37857,2013-02-08,,,cash,320.00,,,[LMS Deposit 0007508] PM Collected / Cash,
37858,2013-02-09,,,cash,400.00,,,[LMS Deposit 0007509]  / Cash,
37859,2013-02-09,,,cash,383.83,,,[LMS Deposit 0007510]  / Cash,
37870,2013-02-09,,,cash,214.50,,,[LMS Deposit 0007521] GD Collected / Cash,
37871,2013-02-09,,,cash,425.00,,,[LMS Deposit 0007522] Pm Collected / Cash,
37877,2013-02-09,,,cash,82.50,,,[LMS Deposit 0007529] 485688 / Visa,
37880,2013-02-10,,,cash,220.00,,,[LMS Deposit 0007532] MR / Cash,
37872,2013-02-11,,,cash,82.50,,,[LMS Deposit 0007524] 020309 / Visa,
37873,2013-02-11,,,cash,82.50,,,[LMS Deposit 0007525] 097236 / Visa,
37874,2013-02-11,,,cash,82.50,,,[LMS Deposit 0007526] 043960 / Visa,
37878,2013-02-11,,,cash,82.50,,,[LMS Deposit 0007530] 011026 / Master Card,
37879,2013-02-11,,,cash,200.00,,,[LMS Deposit 0007531] 441975 / Visa,
37881,2013-02-11,,,cash,200.00,,,[LMS Deposit 0007533] MR / Cash,
37884,2013-02-12,,,cash,300.00,,,[LMS Deposit 0007537] 005151 / Visa,
37885,2013-02-12,,,cash,500.00,,,[LMS Deposit 0007538] 012952 / Master Card,
37888,2013-02-12,,,cash,200.00,,,[LMS Deposit 0007541] 055838 / Visa,
37897,2013-02-12,,,cash,385.00,,,[LMS Deposit 0007550] 004946 / Visa,
37890,2013-02-13,,,cash,420.00,,,[LMS Deposit 0007543] 091011 / Visa,
37891,2013-02-13,,,cash,1031.26,,,[LMS Deposit 0007544] ADVERT EXCH / Promo,
37892,2013-02-13,,,cash,275.00,,,[LMS Deposit 0007545] Advert Exch / Promo,
37893,2013-02-13,,,cash,200.00,,,[LMS Deposit 0007546] 22525B / Master Card,
37894,2013-02-14,,,cash,357.50,,,[LMS Deposit 0007547]  / Cash,
37895,2013-02-14,,,cash,231.00,,,[LMS Deposit 0007548]  / Promo,
37896,2013-02-14,,,cash,1050.00,,,[LMS Deposit 0007549] 013326 / Master Card,
37898,2013-02-14,,,cash,300.00,,,[LMS Deposit 0007551] 045200 / Visa,
37899,2013-02-14,,,cash,252.00,,,[LMS Deposit 0007552] DR Collected / Cash,
37960,2013-02-14,,,cash,1093.38,,,[LMS Deposit 0007613] 004889 / Check,
37903,2013-02-15,,,cash,115.00,,,[LMS Deposit 0007556]  / Write Off,
37915,2013-02-15,,,cash,229.50,,,[LMS Deposit 0007568] Pm Collected / Cash,
37924,2013-02-15,,,cash,263.00,,,[LMS Deposit 0007577] 477769 / Master Card,
37931,2013-02-15,,,cash,910.00,,,[LMS Deposit 0007584] 045355 / Visa,
37932,2013-02-15,,,cash,200.00,,,[LMS Deposit 0007585]  / Cash,
37937,2013-02-15,,,cash,188.75,,,[LMS Deposit 0007590] 499406 / Visa,
37949,2013-02-15,,,cash,468.00,,,[LMS Deposit 0007602] 722666 / Debit Cards,
37952,2013-02-15,,,cash,988.80,,,[LMS Deposit 0007605] JG Collected / Cash,
37953,2013-02-15,,,cash,58.00,,,[LMS Deposit 0007606] DR Collected / Cash,
37954,2013-02-15,,,cash,65.00,,,[LMS Deposit 0007607] 058760 / Visa,
37933,2013-02-16,,,cash,102.45,,,[LMS Deposit 0007586] 016776 / Master Card,
37934,2013-02-16,,,cash,250.00,,,[LMS Deposit 0007587] 081471 / Visa,
37935,2013-02-16,,,cash,1141.00,,,[LMS Deposit 0007588] PM Collected / Cash,
37936,2013-02-16,,,cash,737.50,,,[LMS Deposit 0007589]  / Cash,
37946,2013-02-16,,,cash,500.00,,,[LMS Deposit 0007599] 12460b / Master Card,
37947,2013-02-16,,,cash,200.00,,,[LMS Deposit 0007600] 021428 / Visa,
37951,2013-02-16,,,cash,231.00,,,[LMS Deposit 0007604] 151781 / Visa,
37941,2013-02-17,,,cash,655.20,,,[LMS Deposit 0007594] 01052Z / Master Card,
37938,2013-02-18,,,cash,51.30,,,[LMS Deposit 0007591] 095576 / Visa,
37939,2013-02-18,,,cash,287.50,,,[LMS Deposit 0007592] 592850 / American Express,
37940,2013-02-18,,,cash,500.00,,,[LMS Deposit 0007593]  / Cash,
37943,2013-02-19,,,cash,300.00,,,[LMS Deposit 0007596] 017707 / Visa,
37944,2013-02-19,,,cash,682.50,,,[LMS Deposit 0007597] 041879 / Master Card,
37945,2013-02-19,,,cash,250.00,,,[LMS Deposit 0007598] 008596 / Visa,
37956,2013-02-19,,,cash,252.00,,,[LMS Deposit 0007609] JG Collected / Cash,
38134,2013-02-19,,,cash,1373.36,,,[LMS Deposit 0007788]  / Check,
37948,2013-02-20,,,cash,323.15,,,[LMS Deposit 0007601] 071807 / Visa,
37950,2013-02-20,,,cash,100.00,,,[LMS Deposit 0007603] 838707 / Debit Cards,
37955,2013-02-20,,,cash,250.00,,,[LMS Deposit 0007608] 020025 / Master Card,
37958,2013-02-20,,,cash,175.00,,,[LMS Deposit 0007611] 482269 / Visa,
37959,2013-02-20,,,cash,82.50,,,[LMS Deposit 0007612] DR Collected / Cash,
37961,2013-02-21,,,cash,471.90,,,[LMS Deposit 0007614] 021042 / Master Card,
37962,2013-02-21,,,cash,218.75,,,[LMS Deposit 0007615] 031521 / Visa,
37963,2013-02-21,,,cash,183.75,,,[LMS Deposit 0007616] 019516 / Master Card,
37964,2013-02-22,,,cash,82.50,,,[LMS Deposit 0007617] 061947 / Visa,
37965,2013-02-22,,,cash,682.50,,,[LMS Deposit 0007618]  / Cash,
37966,2013-02-22,,,cash,311.00,,,[LMS Deposit 0007619] 022832 / Master Card,
37979,2013-02-22,,,cash,500.00,,,[LMS Deposit 0007632] 18252z / Master Card,
37983,2013-02-22,,,cash,500.00,,,[LMS Deposit 0007636] 016765 / Visa,
37967,2013-02-23,,,cash,401.46,,,[LMS Deposit 0007620] 093410 / Visa,
37968,2013-02-23,,,cash,762.53,,,[LMS Deposit 0007621] PM Collected / Cash,
37969,2013-02-23,,,cash,412.87,,,[LMS Deposit 0007622] KB Collected / Cash,
37970,2013-02-23,,,cash,82.50,,,[LMS Deposit 0007623] JG Collected / Cash,
37971,2013-02-23,,,cash,810.00,,,[LMS Deposit 0007624] MR / Cash,
37977,2013-02-23,,,cash,287.76,,,[LMS Deposit 0007630] 415180 / Visa,
37981,2013-02-23,,,cash,363.90,,,[LMS Deposit 0007634]  / Cash,
37982,2013-02-23,,,cash,1322.50,,,[LMS Deposit 0007635] 023662 / Master Card,
37972,2013-02-24,,,cash,120.00,,,[LMS Deposit 0007625] MR / Cash,
37973,2013-02-24,,,cash,150.00,,,[LMS Deposit 0007626] 215 / Check,
37975,2013-02-24,,,cash,192.50,,,[LMS Deposit 0007628] 064164 / Visa,
37974,2013-02-25,,,cash,750.00,,,[LMS Deposit 0007627] 0066 / Check,
38356,2013-02-25,,,cash,594.00,,,[LMS Deposit 0008013]  / Check,
37976,2013-02-26,,,cash,200.00,,,[LMS Deposit 0007629] 002639 / Debit Cards,
38245,2013-02-26,,,cash,154.00,,,[LMS Deposit 0007902]  / Cash,
37980,2013-02-27,,,cash,200.00,,,[LMS Deposit 0007633] 039090 / Visa,
37978,2013-02-28,,,cash,250.00,,,[LMS Deposit 0007631] 061784 / Visa,
37984,2013-02-28,,,cash,0.01,,,[LMS Deposit 0007637]  / Cash,
38006,2013-02-28,,,cash,250.00,,,[LMS Deposit 0007659]  / Write Off,
38009,2013-02-28,,,cash,110.00,,,[LMS Deposit 0007662]  / Write Off,
38032,2013-02-28,,,cash,450.00,,,[LMS Deposit 0007685] Pm Collected / Cash,
38033,2013-02-28,,,cash,150.00,,,[LMS Deposit 0007686] 152101 / Debit Cards,
38034,2013-02-28,,,cash,57.50,,,[LMS Deposit 0007687] PM Collected / Cash,
38035,2013-02-28,,,cash,214.50,,,[LMS Deposit 0007688] 054105 / Visa,
38036,2013-02-28,,,cash,200.00,,,[LMS Deposit 0007689] PM Collected / Cash,
38037,2013-03-01,,,cash,118.00,,,[LMS Deposit 0007690] 354285 / Debit Cards,
38038,2013-03-01,,,cash,171.00,,,[LMS Deposit 0007691] 08939B / Master Card,
38039,2013-03-02,,,cash,250.60,,,[LMS Deposit 0007692] 063526 / Visa,
38040,2013-03-02,,,cash,30.00,,,[LMS Deposit 0007693]  / Cash,
38041,2013-03-02,,,cash,336.20,,,[LMS Deposit 0007694] 023455 / Visa,
38042,2013-03-03,,,cash,20.00,,,[LMS Deposit 0007695] KB Collected / Cash,
38043,2013-03-03,,,cash,100.00,,,[LMS Deposit 0007696] Matthew Edwards / Cash,
38045,2013-03-03,,,cash,615.55,,,[LMS Deposit 0007698] 003763 / Master Card,
38046,2013-03-03,,,cash,120.00,,,[LMS Deposit 0007699]  / Cash,
38048,2013-03-03,,,cash,173.25,,,[LMS Deposit 0007701]  / Cash,
38077,2013-03-03,,,cash,231.00,,,[LMS Deposit 0007730] 003377 / Master Card,
38044,2013-03-04,,,cash,847.50,,,[LMS Deposit 0007697] 008743 / Debit Cards,
38047,2013-03-04,,,cash,370.00,,,[LMS Deposit 0007700]  / Cash,
